,,,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,,,,- V EUR,,,,,,,- V EUR,,,,,,,- V EUR,,- V EUR
,,,I.,7,70,700,7000,703,7030,7031,7032,7033,704,7044,7045,7047,706,7060,71,710,7100,7102,7103,711,7111,712,7120,713,7130,714,7141,72,720,7200,7201,7202,7203,721,7210,7211,722,7220,7221,7222,73,730,7300,7301,731,7310,7311,7312,7313,732,7320,74,740,7400,7401,7402,7403,7404,741,7410,7411,7412,7413,7414,7415,7416,7417,78,782,7821,787,7870
,,,SKUPAJ PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,TEKOČI PRIHODKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.,203 ,OBČINA STRAŽA,"3.330.146,89 ","2.874.825,95 ","2.566.726,94 ","2.128.852,00 ","2.128.852,00 ","398.258,04 ","367.196,99 ","223,44 ","1.333,14 ","29.504,47 ","38.460,56 ","4.987,14 ","0,00 ","33.473,42 ","1.156,34 ","1.156,34 ","308.099,01 ","228.158,57 ","0,00 ","25.608,54 ","202.550,03 ","2.029,86 ","2.029,86 ","6.206,15 ","6.206,15 ","0,00 ","0,00 ","71.704,43 ","71.704,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.934,05 ","12.934,05 ","0,00 ","12.934,05 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","442.386,89 ","355.241,86 ","125.381,86 ","229.860,00 ","0,00 ","0,00 ","0,00 ","87.145,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","87.145,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
160.,181 ,OBČINA SVETA ANA,"2.794.031,50 ","1.877.296,61 ","1.712.548,34 ","1.617.565,00 ","1.617.565,00 ","52.384,41 ","42.095,02 ","0,00 ","872,06 ","9.417,33 ","42.598,93 ","212,86 ","0,00 ","42.386,07 ","0,00 ","0,00 ","164.748,27 ","29.553,10 ","0,00 ","923,86 ","28.629,24 ","2.349,73 ","2.349,73 ","1.069,42 ","1.069,42 ","89.513,69 ","89.513,69 ","42.262,33 ","42.262,33 ","430.870,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","430.870,17 ","0,00 ","430.870,17 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","485.864,72 ","255.047,22 ","255.047,22 ","0,00 ","0,00 ","0,00 ","0,00 ","230.817,50 ","0,00 ","0,00 ","227.041,25 ","3.776,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
161.,204 ,OBČINA SVETA TROJICA V SLOVENSKIH GORICAH,"2.118.739,64 ","1.825.576,23 ","1.477.134,19 ","1.326.703,00 ","1.326.703,00 ","81.406,90 ","51.016,58 ","0,00 ","13.202,27 ","17.188,05 ","68.452,75 ","1.556,23 ","0,00 ","66.896,52 ","571,54 ","571,54 ","348.442,04 ","57.304,95 ","0,00 ","642,17 ","56.662,78 ","3.429,40 ","3.429,40 ","0,00 ","0,00 ","103.998,13 ","103.998,13 ","183.709,56 ","183.709,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","293.163,41 ","195.593,77 ","189.669,88 ","5.923,89 ","0,00 ","0,00 ","0,00 ","97.569,64 ","0,00 ","0,00 ","97.569,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
162.,182 ,OBČINA SVETI ANDRAŽ V SLOVENSKIH GORICAH,"1.088.340,38 ","911.614,63 ","860.704,45 ","807.155,00 ","807.155,00 ","34.935,98 ","28.197,16 ","0,00 ","2.040,41 ","4.698,41 ","18.612,77 ","314,47 ","0,00 ","18.298,30 ","0,70 ","0,70 ","50.910,18 ","9.708,70 ","0,00 ","531,62 ","9.177,08 ","1.115,60 ","1.115,60 ","208,65 ","208,65 ","0,00 ","0,00 ","39.877,23 ","39.877,23 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","176.725,75 ","106.704,55 ","98.305,75 ","0,00 ","0,00 ","8.398,80 ","0,00 ","70.021,20 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.043,34 ","62.977,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
163.,116 ,OBČINA SVETI JURIJ,"3.790.609,75 ","2.553.734,58 ","2.407.456,54 ","1.932.282,00 ","1.932.282,00 ","65.378,29 ","51.399,46 ","196,00 ","6.676,91 ","7.105,92 ","408.906,62 ","50,42 ","0,00 ","408.856,20 ","889,63 ","889,63 ","146.278,04 ","40.997,38 ","766,00 ","13.991,20 ","26.240,18 ","2.244,70 ","2.244,70 ","3.130,39 ","3.130,39 ","0,00 ","0,00 ","99.905,57 ","99.905,57 ","30.620,47 ","16.802,88 ","16.802,88 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","13.817,59 ","0,00 ","13.817,59 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.206.254,70 ","856.254,75 ","854.250,85 ","2.003,90 ","0,00 ","0,00 ","0,00 ","349.999,95 ","0,00 ","0,00 ","349.999,95 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
164.,210 ,OBČINA SVETI JURIJ V SLOVENSKIH GORICAH,"2.108.645,65 ","1.739.091,10 ","1.575.391,84 ","1.420.343,00 ","1.420.343,00 ","52.521,77 ","44.129,35 ","0,00 ","2.820,71 ","5.571,71 ","102.527,07 ","780,40 ","0,00 ","101.746,67 ","0,00 ","0,00 ","163.699,26 ","3.280,46 ","0,00 ","733,87 ","2.546,59 ","1.220,05 ","1.220,05 ","1.723,52 ","1.723,52 ","60.260,78 ","60.260,78 ","97.214,45 ","97.214,45 ","153.419,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","153.419,00 ","0,00 ","153.419,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","216.135,55 ","214.177,82 ","206.032,47 ","8.145,35 ","0,00 ","0,00 ","0,00 ","1.957,73 ","0,00 ","0,00 ","0,00 ","1.957,73 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
165.,205 ,OBČINA SVETI TOMAŽ,"2.348.519,46 ","1.792.423,67 ","1.617.879,68 ","1.490.166,00 ","1.490.166,00 ","88.123,55 ","63.960,28 ","5,64 ","17.996,88 ","6.160,75 ","39.590,13 ","1.118,38 ","0,00 ","38.471,75 ","0,00 ","0,00 ","174.543,99 ","80.982,75 ","0,00 ","394,37 ","80.588,38 ","1.534,85 ","1.534,85 ","753,50 ","753,50 ","2.725,95 ","2.725,95 ","88.546,94 ","88.546,94 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.200,00 ","1.200,00 ","1.200,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","554.895,79 ","306.916,03 ","306.916,03 ","0,00 ","0,00 ","0,00 ","0,00 ","247.979,76 ","0,00 ","0,00 ","247.979,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
166.,33 ,OBČINA ŠALOVCI,"1.716.880,54 ","1.336.641,14 ","1.279.783,84 ","1.180.093,00 ","1.180.093,00 ","91.295,29 ","60.862,13 ","10,49 ","16.633,44 ","13.789,23 ","8.395,55 ","249,04 ","0,00 ","8.146,51 ","0,00 ","0,00 ","56.857,30 ","18.101,16 ","222,17 ","79,59 ","17.799,40 ","498,13 ","498,13 ","2.000,00 ","2.000,00 ","0,00 ","0,00 ","36.258,01 ","36.258,01 ","16.179,80 ","15.887,37 ","15.887,37 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","292,43 ","292,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","364.059,60 ","364.059,60 ","351.887,96 ","8.671,64 ","0,00 ","3.500,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
167.,183 ,OBČINA ŠEMPETER-VRTOJBA,"7.326.080,19 ","6.538.478,90 ","4.690.417,04 ","3.168.958,00 ","3.168.958,00 ","1.218.996,77 ","1.074.860,41 ","2.450,67 ","61.200,13 ","80.485,56 ","302.462,27 ","1.090,94 ","0,00 ","301.371,33 ","0,00 ","0,00 ","1.848.061,86 ","1.611.030,23 ","6.414,00 ","28.479,52 ","1.576.136,71 ","1.958,67 ","1.958,67 ","30.056,37 ","30.056,37 ","0,00 ","0,00 ","205.016,59 ","205.016,59 ","29.672,48 ","17.754,82 ","0,00 ","0,00 ","0,00 ","17.754,82 ","0,00 ","0,00 ","0,00 ","11.917,66 ","0,00 ","11.917,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","757.928,81 ","175.624,32 ","47.347,09 ","128.277,23 ","0,00 ","0,00 ","0,00 ","582.304,49 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","549.640,67 ","32.663,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
168.,117 ,OBČINA ŠENČUR,"7.031.987,49 ","6.256.579,69 ","5.298.066,40 ","4.547.661,00 ","4.547.661,00 ","535.299,18 ","362.558,89 ","112,92 ","56.866,94 ","115.760,43 ","215.106,22 ","2.589,60 ","0,00 ","212.516,62 ","0,00 ","0,00 ","958.513,29 ","521.750,68 ","25.274,55 ","66.935,17 ","429.540,96 ","3.534,43 ","3.534,43 ","56.794,45 ","56.794,45 ","15.078,57 ","15.078,57 ","361.355,16 ","361.355,16 ","21.564,67 ","1.586,67 ","0,00 ","1.416,67 ","0,00 ","170,00 ","0,00 ","0,00 ","0,00 ","19.978,00 ","4.258,00 ","15.720,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","753.843,13 ","118.100,46 ","118.100,46 ","0,00 ","0,00 ","0,00 ","0,00 ","635.742,67 ","0,00 ","2.095,41 ","633.647,26 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
169.,118 ,OBČINA ŠENTILJ,"7.692.671,29 ","6.379.305,74 ","5.370.296,37 ","4.928.457,00 ","4.928.457,00 ","284.084,01 ","187.933,76 ","152,34 ","10.848,04 ","85.149,87 ","157.755,36 ","2.080,86 ","0,00 ","155.674,50 ","0,00 ","0,00 ","1.009.009,37 ","829.551,46 ","0,00 ","392,63 ","829.158,83 ","1.748,98 ","1.748,98 ","8.101,09 ","8.101,09 ","15.847,05 ","15.847,05 ","153.760,79 ","153.760,79 ","495.564,36 ","409.950,00 ","409.950,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","85.614,36 ","0,00 ","85.614,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","817.801,19 ","593.065,76 ","446.677,30 ","67.535,09 ","0,00 ","78.853,37 ","0,00 ","224.735,43 ","0,00 ","0,00 ","0,00 ","224.735,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
170.,119 ,OBČINA ŠENTJERNEJ,"6.947.403,21 ","5.832.973,29 ","4.556.300,89 ","4.066.841,00 ","4.066.841,00 ","298.607,62 ","228.766,75 ","614,50 ","24.934,54 ","44.291,83 ","190.841,82 ","8.770,18 ","0,00 ","182.071,64 ","10,45 ","10,45 ","1.276.672,40 ","1.010.163,85 ","59.678,85 ","2.688,47 ","947.796,53 ","10.483,72 ","10.483,72 ","6.324,41 ","6.324,41 ","5.821,61 ","5.821,61 ","243.878,81 ","243.878,81 ","56.478,24 ","54.200,00 ","54.200,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.278,24 ","782,00 ","1.496,24 ","0,00 ","17.227,96 ","17.227,96 ","17.227,96 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.040.723,72 ","317.700,87 ","315.212,61 ","0,00 ","2.488,26 ","0,00 ","0,00 ","723.022,85 ","0,00 ","0,00 ","723.022,85 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
171.,120 ,OBČINA ŠENTJUR,"17.913.165,50 ","13.972.411,30 ","12.240.071,48 ","11.138.787,00 ","11.138.787,00 ","591.801,74 ","379.182,19 ","1.298,59 ","77.061,15 ","134.259,81 ","509.482,74 ","7.718,49 ","0,00 ","501.764,25 ","0,00 ","0,00 ","1.732.339,82 ","813.305,62 ","0,00 ","1.430,22 ","811.875,40 ","7.243,75 ","7.243,75 ","15.471,80 ","15.471,80 ","4.270,48 ","4.270,48 ","892.048,17 ","892.048,17 ","254.456,76 ","6.354,12 ","6.354,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","248.102,64 ","0,00 ","248.102,64 ","0,00 ","50,00 ","50,00 ","50,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.680.647,14 ","1.654.357,54 ","1.594.257,54 ","0,00 ","0,00 ","60.100,00 ","0,00 ","2.026.289,60 ","0,00 ","48.027,48 ","1.623.043,50 ","355.218,62 ","0,00 ","0,00 ","0,00 ","0,00 ","5.600,30 ","0,00 ","0,00 ","5.600,30 ","5.600,30 "
172.,211 ,OBČINA ŠENTRUPERT,"2.612.531,10 ","2.150.696,09 ","1.956.210,36 ","1.723.096,00 ","1.723.096,00 ","145.617,87 ","109.890,70 ","29,59 ","16.782,11 ","18.915,47 ","87.498,07 ","1.335,85 ","0,00 ","86.162,22 ","-1,58 ","-1,58 ","194.485,73 ","22.600,34 ","0,00 ","212,13 ","22.388,21 ","977,87 ","977,87 ","658,18 ","658,18 ","38.341,72 ","38.341,72 ","131.907,62 ","131.907,62 ","969,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","969,00 ","493,00 ","476,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","460.866,01 ","241.382,39 ","235.382,39 ","6.000,00 ","0,00 ","0,00 ","0,00 ","219.483,62 ","219.483,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
173.,121 ,OBČINA ŠKOCJAN,"3.238.361,31 ","2.655.787,40 ","2.416.404,25 ","2.221.760,00 ","2.221.760,00 ","111.521,83 ","87.785,69 ","21,06 ","11.442,78 ","12.272,30 ","82.963,26 ","3.416,51 ","0,00 ","79.546,75 ","159,16 ","159,16 ","239.383,15 ","160.776,27 ","10.752,29 ","15.366,44 ","134.657,54 ","1.694,50 ","1.694,50 ","2.522,80 ","2.522,80 ","214,58 ","214,58 ","74.175,00 ","74.175,00 ","24.991,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.991,62 ","11.575,31 ","13.416,31 ","0,00 ","5.669,99 ","5.669,99 ","3.500,00 ","2.169,99 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","551.912,30 ","209.001,73 ","199.981,23 ","9.020,50 ","0,00 ","0,00 ","0,00 ","342.910,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","342.910,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
174.,122 ,OBČINA ŠKOFJA LOKA,"20.421.880,99 ","18.293.917,42 ","15.733.002,45 ","12.539.183,00 ","12.539.183,00 ","2.772.219,72 ","2.263.424,35 ","2.720,50 ","181.744,54 ","324.330,33 ","421.416,66 ","10.209,32 ","0,00 ","411.207,34 ","183,07 ","183,07 ","2.560.914,97 ","732.588,00 ","43.120,00 ","2.952,70 ","686.515,30 ","10.554,70 ","10.554,70 ","53.124,27 ","53.124,27 ","25.280,42 ","25.280,42 ","1.739.367,58 ","1.739.367,58 ","700.504,35 ","79.564,03 ","79.564,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","620.940,32 ","0,00 ","620.940,32 ","0,00 ","44.868,70 ","8.250,00 ","8.250,00 ","0,00 ","36.618,70 ","1.966,40 ","34.652,30 ","0,00 ","0,00 ","0,00 ","0,00 ","1.382.590,52 ","1.000.626,14 ","981.606,47 ","15.919,67 ","0,00 ","3.100,00 ","0,00 ","381.964,38 ","0,00 ","0,00 ","381.964,38 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
175.,123 ,OBČINA ŠKOFLJICA,"7.220.775,10 ","6.906.469,04 ","5.385.925,20 ","4.560.627,00 ","4.560.627,00 ","576.802,20 ","359.839,47 ","1.063,14 ","45.307,67 ","170.591,92 ","248.496,00 ","25.880,48 ","0,00 ","222.615,52 ","0,00 ","0,00 ","1.520.543,84 ","519.642,56 ","0,00 ","102.221,44 ","417.421,12 ","3.399,93 ","3.399,93 ","895,04 ","895,04 ","39.927,90 ","39.927,90 ","956.678,41 ","956.678,41 ","47.895,23 ","4.346,63 ","4.123,60 ","0,00 ","0,00 ","223,03 ","0,00 ","0,00 ","0,00 ","43.548,60 ","27.675,96 ","15.872,64 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","266.410,83 ","158.448,15 ","136.154,37 ","22.293,78 ","0,00 ","0,00 ","0,00 ","107.962,68 ","0,00 ","0,00 ","0,00 ","95.309,90 ","0,00 ","0,00 ","12.652,78 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
176.,124 ,OBČINA ŠMARJE PRI JELŠAH,"9.441.150,93 ","7.681.229,79 ","7.022.575,37 ","6.292.602,00 ","6.292.602,00 ","508.347,96 ","399.371,71 ","478,52 ","41.448,88 ","67.048,85 ","214.756,68 ","2.764,32 ","0,00 ","211.992,36 ","6.868,73 ","6.868,73 ","658.654,42 ","446.462,82 ","0,00 ","3.258,90 ","443.203,92 ","4.181,86 ","4.181,86 ","3.252,53 ","3.252,53 ","0,00 ","0,00 ","204.757,21 ","204.757,21 ","260.647,50 ","201.000,00 ","200.000,00 ","1.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","59.647,50 ","17.533,00 ","42.114,50 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.499.273,64 ","1.074.172,00 ","954.915,46 ","0,00 ","0,00 ","93.102,54 ","26.154,00 ","425.101,64 ","0,00 ","9.253,54 ","415.848,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
177.,206 ,OBČINA ŠMARJEŠKE TOPLICE,"3.380.106,85 ","2.473.422,44 ","2.206.921,96 ","1.936.310,00 ","1.936.310,00 ","151.001,33 ","117.586,12 ","152,55 ","6.360,98 ","26.901,68 ","119.610,63 ","870,57 ","0,00 ","118.740,06 ","0,00 ","0,00 ","266.500,48 ","214.284,88 ","0,00 ","5.272,87 ","209.012,01 ","2.373,55 ","2.373,55 ","7.099,65 ","7.099,65 ","1.418,19 ","1.418,19 ","41.324,21 ","41.324,21 ","2.745,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.745,00 ","0,00 ","2.745,00 ","0,00 ","3.741,67 ","3.741,67 ","3.741,67 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","900.197,74 ","516.473,88 ","152.673,88 ","361.200,00 ","0,00 ","0,00 ","2.600,00 ","383.723,86 ","0,00 ","0,00 ","383.723,86 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
178.,125 ,OBČINA ŠMARTNO OB PAKI,"2.470.844,77 ","2.380.765,00 ","2.068.024,09 ","1.807.802,00 ","1.807.802,00 ","202.614,00 ","152.506,26 ","161,46 ","21.927,30 ","28.018,98 ","57.617,98 ","3.393,38 ","0,00 ","54.224,60 ","-9,89 ","-9,89 ","312.740,91 ","92.913,54 ","0,00 ","50,66 ","92.862,88 ","1.119,00 ","1.119,00 ","1.647,54 ","1.647,54 ","0,00 ","0,00 ","217.060,83 ","217.060,83 ","470,00 ","470,00 ","470,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","3.000,00 ","3.000,00 ","3.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","86.609,77 ","86.609,77 ","72.225,84 ","14.383,93 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
179.,194 ,OBČINA ŠMARTNO PRI LITIJI,"4.640.594,06 ","4.264.387,52 ","3.813.039,02 ","3.450.208,00 ","3.450.208,00 ","214.524,69 ","179.376,13 ","432,65 ","9.852,11 ","24.863,80 ","148.306,33 ","1.639,95 ","0,00 ","146.666,38 ","0,00 ","0,00 ","451.348,50 ","260.582,92 ","0,00 ","5.920,35 ","254.662,57 ","2.301,87 ","2.301,87 ","1.160,20 ","1.160,20 ","52.942,63 ","52.942,63 ","134.360,88 ","134.360,88 ","33.481,42 ","27.262,70 ","27.262,70 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.218,72 ","0,00 ","6.218,72 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","342.725,12 ","319.099,59 ","319.099,59 ","0,00 ","0,00 ","0,00 ","0,00 ","23.625,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","23.625,53 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
180.,126 ,OBČINA ŠOŠTANJ,"13.122.153,02 ","11.922.303,76 ","7.138.212,80 ","5.023.403,00 ","5.023.403,00 ","1.843.946,01 ","1.752.803,22 ","774,58 ","27.262,26 ","63.105,95 ","270.863,79 ","3.939,84 ","0,00 ","266.923,95 ","0,00 ","0,00 ","4.784.090,96 ","1.044.066,11 ","390.800,00 ","3.049,74 ","650.216,37 ","3.519,42 ","3.519,42 ","5.099,56 ","5.099,56 ","36.408,33 ","36.408,33 ","3.694.997,54 ","3.694.997,54 ","96.921,12 ","47.238,12 ","47.238,12 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","49.683,00 ","0,00 ","49.683,00 ","0,00 ","47.605,10 ","47.605,10 ","47.605,10 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.055.323,04 ","845.387,04 ","685.001,94 ","160.385,10 ","0,00 ","0,00 ","0,00 ","209.936,00 ","0,00 ","0,00 ","209.936,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
181.,127 ,OBČINA ŠTORE,"3.450.630,18 ","2.833.260,10 ","2.618.194,50 ","2.323.584,00 ","2.323.584,00 ","163.701,30 ","140.122,95 ","136,80 ","2.447,67 ","20.993,88 ","130.909,20 ","608,18 ","0,00 ","130.301,02 ","0,00 ","0,00 ","215.065,60 ","164.941,33 ","77.822,14 ","185,15 ","86.934,04 ","446,35 ","446,35 ","4.111,94 ","4.111,94 ","12.290,69 ","12.290,69 ","33.275,29 ","33.275,29 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","617.370,08 ","110.523,89 ","109.844,63 ","679,26 ","0,00 ","0,00 ","0,00 ","506.846,19 ","41.679,86 ","0,00 ","456.566,90 ","8.599,43 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
182.,184 ,OBČINA TABOR,"1.579.395,73 ","1.208.368,29 ","1.127.250,49 ","1.044.669,00 ","1.044.669,00 ","36.928,44 ","35.509,08 ","46,40 ","360,98 ","1.011,98 ","45.576,05 ","2.472,54 ","0,00 ","43.103,51 ","77,00 ","77,00 ","81.117,80 ","46.725,52 ","4,20 ","32,88 ","46.688,44 ","0,00 ","0,00 ","912,20 ","912,20 ","16.591,69 ","16.591,69 ","16.888,39 ","16.888,39 ","12.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","12.000,00 ","0,00 ","12.000,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","359.027,44 ","359.027,44 ","250.171,68 ","108.855,76 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 "
