56.,JURŠINCI,1.162.435 ,284.786 ,60.061 ,10.562 ,4.569 ,3.660 ,29 ,50 ,2.253 ,214.163 ,17.727 ,4.148 ,25.021 ,0 ,2.541 ,108.421 ,163 ,0 ,1.627 ,54.515 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,447.976 ,49.341 ,0 ,49.341 ,225.601 ,0 ,0 ,0 ,0 ,0 ,225.601 ,41.041 ,41.041 ,131.994 ,10.599 ,33.237 ,0 ,88.157 ,0 ,0 ,0 ,407.257 ,407.257 ,0 ,0 ,72.513 ,3.138 ,255.195 ,32.440 ,0 ,0 ,43.970 ,22.417 ,4.590 ,4.590 ,0 ,0 ,0 ,0 ,0 ,0 ,17.827 ,5.137 ,0 ,0 ,12.690 ,-21.324 
57.,KAMNIK,15.973.756 ,2.047.909 ,835.837 ,137.197 ,66.550 ,53.313 ,451 ,751 ,16.133 ,1.020.464 ,287.456 ,142.188 ,121.395 ,11.459 ,9.030 ,155.825 ,18.728 ,0 ,45.251 ,229.131 ,0 ,0 ,0 ,0 ,0 ,54.411 ,0 ,45.902 ,8.509 ,7.453.735 ,372.329 ,0 ,372.329 ,2.878.042 ,0 ,0 ,0 ,0 ,0 ,2.878.042 ,793.745 ,793.745 ,3.409.619 ,50.409 ,251.828 ,27.954 ,1.409.952 ,1.669.475 ,0 ,0 ,5.783.108 ,5.783.108 ,173.398 ,27.287 ,212.523 ,13.729 ,4.143.073 ,538.996 ,106.848 ,0 ,567.255 ,689.004 ,379.982 ,224.399 ,155.583 ,0 ,0 ,0 ,0 ,0 ,309.022 ,15.344 ,0 ,0 ,293.678 ,-40.102 
58.,KANAL,5.150.436 ,1.288.338 ,258.470 ,42.729 ,20.333 ,16.106 ,136 ,229 ,5.925 ,987.139 ,88.891 ,5.392 ,130.167 ,9.000 ,3.287 ,541.428 ,7.667 ,5.614 ,11.256 ,184.438 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.715.683 ,44.822 ,0 ,44.822 ,361.154 ,0 ,0 ,0 ,0 ,7.821 ,353.333 ,398.380 ,398.380 ,911.327 ,67.913 ,50.590 ,39.476 ,740.401 ,0 ,12.947 ,0 ,2.071.853 ,2.071.853 ,99.028 ,0 ,87.822 ,0 ,1.474.693 ,184.353 ,2.206 ,0 ,223.751 ,74.561 ,32.476 ,32.476 ,0 ,0 ,0 ,0 ,0 ,0 ,42.086 ,37.496 ,0 ,0 ,4.590 ,-592.312 
59.,KIDRIČEVO,4.163.040 ,1.261.213 ,236.129 ,39.267 ,20.068 ,15.010 ,125 ,217 ,3.847 ,963.454 ,58.955 ,3.693 ,226.469 ,0 ,13.170 ,443.645 ,11.584 ,0 ,13.600 ,192.339 ,20.276 ,20.276 ,0 ,0 ,0 ,2.086 ,0 ,2.086 ,0 ,1.219.838 ,60.215 ,0 ,60.215 ,685.833 ,0 ,0 ,0 ,0 ,0 ,685.833 ,163.579 ,163.579 ,310.211 ,0 ,60.420 ,3.100 ,244.809 ,1.882 ,0 ,0 ,1.471.791 ,1.471.791 ,0 ,0 ,97.071 ,0 ,1.163.270 ,89.213 ,31.076 ,0 ,91.162 ,210.199 ,114.597 ,85.833 ,28.764 ,0 ,0 ,0 ,0 ,0 ,95.602 ,37.819 ,0 ,0 ,57.783 ,4.081 
60.,KOBARID,3.248.368 ,842.710 ,229.695 ,38.933 ,18.227 ,14.601 ,125 ,204 ,5.775 ,547.308 ,68.181 ,0 ,162.615 ,4.644 ,1.344 ,197.142 ,28.480 ,125 ,10.666 ,74.111 ,22.321 ,22.321 ,0 ,0 ,0 ,4.453 ,4.453 ,0 ,0 ,1.193.586 ,2.333 ,2.333 ,0 ,647.943 ,0 ,1.335 ,10.432 ,0 ,0 ,636.175 ,89.902 ,89.902 ,453.409 ,34.982 ,25.630 ,505 ,326.552 ,65.740 ,0 ,0 ,909.297 ,909.297 ,43.198 ,0 ,7.762 ,15.824 ,39.693 ,413.349 ,354.427 ,0 ,35.044 ,302.775 ,206.885 ,0 ,206.885 ,0 ,0 ,0 ,0 ,0 ,95.890 ,0 ,0 ,0 ,95.890 ,163.045 
61.,KOBILJE,356.685 ,140.255 ,39.240 ,6.302 ,6.277 ,0 ,0 ,0 ,25 ,90.140 ,6.442 ,3.983 ,24.792 ,1.948 ,3.808 ,25.445 ,5.638 ,1.271 ,0 ,16.814 ,4.572 ,4.572 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,142.504 ,0 ,0 ,0 ,42.099 ,0 ,1.043 ,0 ,0 ,1.392 ,39.664 ,26.089 ,26.089 ,74.316 ,4.373 ,6.792 ,1.588 ,60.624 ,939 ,0 ,0 ,73.926 ,73.926 ,0 ,20.865 ,2.459 ,1.190 ,4.467 ,0 ,0 ,0 ,44.945 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,23.636 
62.,KOČEVJE,10.206.656 ,2.562.707 ,588.366 ,97.450 ,47.150 ,37.773 ,317 ,534 ,11.676 ,1.827.178 ,291.400 ,76.698 ,237.978 ,15.974 ,4.144 ,808.609 ,3.280 ,136.004 ,33.025 ,220.068 ,41.366 ,41.366 ,0 ,0 ,0 ,8.346 ,0 ,8.346 ,0 ,3.743.970 ,4.962 ,0 ,4.962 ,2.041.784 ,0 ,24.245 ,0 ,0 ,0 ,2.017.539 ,275.083 ,275.083 ,1.421.516 ,2.086 ,392.159 ,13.278 ,1.013.992 ,0 ,0 ,626 ,2.443.699 ,2.443.699 ,9.410 ,0 ,26.461 ,0 ,1.622.200 ,522.133 ,58.338 ,0 ,205.158 ,1.456.280 ,1.325.572 ,187.782 ,1.134.301 ,0 ,3.489 ,0 ,0 ,0 ,130.709 ,0 ,0 ,0 ,130.709 ,-44.776 
63.,KOMEN,2.835.069 ,752.120 ,127.475 ,19.934 ,9.594 ,7.682 ,67 ,109 ,2.483 ,596.766 ,65.223 ,46.987 ,121.115 ,0 ,7.052 ,136.759 ,3.580 ,0 ,4.861 ,211.188 ,0 ,0 ,0 ,0 ,0 ,7.945 ,0 ,7.945 ,0 ,931.831 ,13.040 ,2.558 ,10.482 ,426.344 ,11.267 ,0 ,0 ,0 ,0 ,415.077 ,120.522 ,120.522 ,371.925 ,27.408 ,23.114 ,0 ,321.403 ,0 ,0 ,0 ,938.003 ,938.003 ,175.497 ,14.096 ,38.846 ,0 ,305.763 ,336.071 ,6.693 ,0 ,61.037 ,213.116 ,167.910 ,52.162 ,115.749 ,0 ,0 ,0 ,0 ,0 ,45.205 ,0 ,0 ,0 ,45.205 ,71.695 
64.,KOMENDA,9.472.484 ,1.057.215 ,250.555 ,40.331 ,20.251 ,16.191 ,138 ,230 ,3.522 ,727.245 ,95.785 ,15.486 ,95.714 ,8.129 ,2.424 ,26.748 ,7.728 ,46.883 ,14.284 ,414.063 ,4.110 ,4.110 ,0 ,0 ,0 ,34.973 ,6.572 ,28.401 ,0 ,1.143.937 ,56.714 ,0 ,56.714 ,471.970 ,0 ,0 ,0 ,0 ,0 ,471.970 ,133.296 ,133.296 ,481.956 ,0 ,40.615 ,0 ,260.578 ,180.763 ,0 ,0 ,7.113.854 ,7.113.854 ,152.959 ,7.495 ,35.983 ,0 ,5.567.914 ,620.385 ,430.725 ,0 ,298.393 ,157.478 ,53.739 ,53.739 ,0 ,0 ,0 ,0 ,0 ,0 ,103.739 ,0 ,0 ,0 ,103.739 ,-1.094.367 
65.,MESTNA OBČINA KOPER,40.281.814 ,6.341.817 ,2.383.287 ,385.591 ,188.650 ,151.131 ,1.281 ,2.132 ,42.397 ,3.343.181 ,519.721 ,72.717 ,264.584 ,91.583 ,31.577 ,339.134 ,56.664 ,0 ,126.185 ,1.841.016 ,19.325 ,12.369 ,0 ,6.956 ,0 ,210.432 ,168.703 ,41.729 ,0 ,18.869.496 ,1.126.811 ,0 ,1.126.811 ,7.276.757 ,0 ,0 ,0 ,0 ,7.106 ,7.269.650 ,1.859.556 ,1.859.556 ,8.606.372 ,539.659 ,506.372 ,0 ,4.475.805 ,2.957.687 ,126.849 ,0 ,11.508.509 ,11.508.509 ,152.491 ,60.762 ,326.940 ,71.799 ,4.951.527 ,2.309.168 ,1.943.223 ,115.152 ,1.577.445 ,3.561.993 ,2.099.199 ,161.033 ,1.818.181 ,0 ,68.661 ,51.323 ,0 ,0 ,1.462.794 ,418.711 ,333.834 ,0 ,710.249 ,9.072.162 
66.,KOSTEL,1.068.094 ,284.823 ,112.773 ,13.015 ,6.239 ,4.995 ,42 ,71 ,1.669 ,146.854 ,46.128 ,142 ,53.518 ,0 ,3.347 ,30.992 ,551 ,0 ,2.462 ,9.715 ,12.181 ,7.323 ,2.717 ,2.141 ,0 ,0 ,0 ,0 ,0 ,196.411 ,0 ,0 ,0 ,122.171 ,0 ,0 ,4.991 ,0 ,0 ,117.180 ,19.329 ,19.329 ,54.912 ,0 ,0 ,154 ,54.757 ,0 ,0 ,0 ,586.859 ,586.859 ,5.429 ,4.878 ,2.191 ,0 ,314.367 ,230.346 ,1.131 ,0 ,28.518 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,868 
67.,KOZJE,2.273.197 ,700.021 ,119.379 ,21.090 ,9.485 ,7.599 ,63 ,109 ,3.835 ,557.749 ,49.687 ,0 ,32.941 ,4.361 ,8.079 ,381.326 ,480 ,0 ,6.990 ,73.886 ,1.803 ,0 ,0 ,1.803 ,0 ,0 ,0 ,0 ,0 ,1.000.008 ,34.698 ,0 ,34.698 ,497.705 ,0 ,0 ,0 ,0 ,0 ,497.705 ,72.767 ,72.767 ,394.838 ,77.450 ,44.024 ,0 ,273.364 ,0 ,0 ,0 ,445.723 ,445.723 ,3.868 ,0 ,10.908 ,6.389 ,306.685 ,85.341 ,0 ,0 ,32.532 ,127.445 ,92.860 ,58.421 ,31.184 ,0 ,0 ,3.255 ,0 ,0 ,34.585 ,0 ,0 ,0 ,34.585 ,-20.439 
68.,MESTNA OBČINA KRANJ,36.119.250 ,8.426.990 ,1.638.708 ,269.375 ,129.494 ,103.739 ,876 ,1.465 ,33.801 ,4.517.030 ,654.010 ,55.821 ,682.365 ,22.046 ,5.149 ,2.432.215 ,17.885 ,82.636 ,85.950 ,478.952 ,0 ,0 ,0 ,0 ,0 ,2.001.878 ,0 ,41.729 ,1.960.149 ,13.519.888 ,679.703 ,0 ,679.703 ,4.957.737 ,0 ,0 ,27.679 ,0 ,24.754 ,4.905.304 ,1.321.307 ,1.321.307 ,6.561.142 ,386.392 ,390.319 ,0 ,5.784.431 ,0 ,0 ,0 ,9.057.440 ,9.057.440 ,137.832 ,16.996 ,462.531 ,0 ,4.436.087 ,2.922.233 ,256.756 ,0 ,825.004 ,5.114.931 ,3.216.333 ,341.959 ,2.874.374 ,0 ,0 ,0 ,0 ,0 ,1.898.598 ,363.237 ,0 ,79.311 ,1.456.051 ,-2.031.435 
69.,KRANJSKA GORA,5.936.245 ,2.189.780 ,338.092 ,55.167 ,27.072 ,21.688 ,184 ,306 ,5.917 ,1.774.525 ,94.265 ,953.480 ,61.125 ,8.113 ,2.600 ,516.070 ,27.431 ,2.912 ,20.945 ,87.583 ,0 ,0 ,0 ,0 ,0 ,21.996 ,1.132 ,20.865 ,0 ,1.649.739 ,40.298 ,0 ,40.298 ,541.703 ,7.800 ,11.412 ,15.000 ,0 ,0 ,507.491 ,312.821 ,312.821 ,754.917 ,13.716 ,40.095 ,4.710 ,696.395 ,0 ,0 ,0 ,1.463.555 ,1.463.555 ,0 ,0 ,80.459 ,0 ,1.261.002 ,11.188 ,83 ,0 ,110.823 ,633.170 ,428.860 ,189.908 ,156.338 ,0 ,0 ,0 ,82.614 ,0 ,204.310 ,0 ,0 ,0 ,204.310 ,120.328 
70.,KRIŽEVCI,1.799.568 ,235.179 ,79.089 ,11.453 ,5.570 ,4.462 ,38 ,63 ,1.321 ,137.878 ,18.908 ,958 ,29.270 ,3.143 ,819 ,26.378 ,200 ,42 ,2.188 ,55.973 ,1.563 ,0 ,0 ,1.563 ,0 ,5.197 ,626 ,4.571 ,0 ,787.968 ,57.798 ,0 ,57.798 ,477.423 ,0 ,0 ,0 ,0 ,2.290 ,475.133 ,51.876 ,51.876 ,200.871 ,0 ,23.969 ,304 ,113.084 ,63.514 ,0 ,0 ,549.686 ,549.686 ,252.332 ,0 ,5.122 ,1.537 ,168.687 ,0 ,65.387 ,0 ,56.620 ,226.736 ,160.664 ,17.339 ,0 ,0 ,0 ,0 ,143.325 ,0 ,66.071 ,2.120 ,0 ,0 ,63.951 ,182.013 
71.,KRŠKO,21.319.446 ,7.196.044 ,1.155.316 ,189.639 ,91.416 ,73.235 ,622 ,1.035 ,23.331 ,5.398.973 ,326.043 ,55.437 ,451.602 ,26.673 ,8.600 ,2.704.970 ,57.307 ,0 ,57.657 ,1.710.683 ,106.122 ,106.122 ,0 ,0 ,0 ,345.994 ,0 ,345.994 ,0 ,8.273.393 ,257.115 ,22.250 ,234.865 ,3.776.573 ,0 ,0 ,12.494 ,0 ,0 ,3.764.079 ,921.837 ,921.837 ,3.317.868 ,606.647 ,273.514 ,12.327 ,2.386.822 ,38.558 ,0 ,0 ,2.932.127 ,2.932.127 ,110.583 ,17.510 ,107.106 ,0 ,1.573.786 ,481.727 ,186.755 ,6.956 ,447.705 ,2.917.881 ,1.390.628 ,107.019 ,0 ,0 ,0 ,139.985 ,1.143.624 ,0 ,1.527.253 ,237.990 ,0 ,25.117 ,1.264.146 ,2.061.154 
72.,KUNGOTA,2.324.983 ,271.370 ,101.815 ,16.308 ,7.995 ,6.405 ,54 ,92 ,1.761 ,148.339 ,34.235 ,0 ,17.326 ,0 ,3.860 ,0 ,0 ,0 ,3.797 ,89.121 ,4.907 ,4.907 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,983.529 ,0 ,0 ,0 ,274.942 ,0 ,8.396 ,9.548 ,0 ,0 ,256.998 ,64.801 ,64.801 ,643.787 ,91.107 ,84.068 ,67.301 ,401.310 ,0 ,0 ,0 ,228.117 ,228.117 ,0 ,0 ,6.702 ,0 ,0 ,80.905 ,24.850 ,0 ,115.661 ,841.967 ,786.859 ,2.483 ,471.607 ,0 ,270.810 ,23.660 ,18.298 ,0 ,55.108 ,55.108 ,0 ,0 ,0 ,106.347 
73.,KUZMA,3.706.245 ,1.133.282 ,99.620 ,30.873 ,19.679 ,10.870 ,162 ,162 ,0 ,283.258 ,33.429 ,4.115 ,32.062 ,16.390 ,2.378 ,168.985 ,624 ,0 ,0 ,25.276 ,30.193 ,0 ,30.193 ,0 ,0 ,689.339 ,10.502 ,0 ,678.837 ,322.410 ,0 ,0 ,0 ,162.084 ,0 ,0 ,29.662 ,0 ,0 ,132.423 ,88.003 ,88.003 ,72.323 ,0 ,0 ,431 ,71.892 ,0 ,0 ,0 ,2.237.625 ,2.237.625 ,14.351 ,9.603 ,2.933 ,27.855 ,1.989.452 ,69.880 ,0 ,109.535 ,14.017 ,12.928 ,12.928 ,12.928 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-308.393 
74.,LAŠKO,8.031.151 ,1.602.750 ,545.289 ,88.424 ,42.839 ,34.322 ,292 ,484 ,10.487 ,859.039 ,116.871 ,0 ,102.107 ,21.340 ,2.303 ,89.046 ,188.007 ,0 ,25.768 ,313.595 ,25.689 ,25.689 ,0 ,0 ,0 ,84.310 ,25.584 ,58.726 ,0 ,3.711.567 ,0 ,0 ,0 ,1.808.692 ,0 ,0 ,0 ,0 ,0 ,1.808.692 ,266.500 ,266.500 ,1.636.375 ,185.428 ,155.270 ,87.631 ,667.234 ,0 ,540.811 ,0 ,2.235.103 ,2.235.103 ,0 ,0 ,65.532 ,1.740 ,1.530.154 ,70.076 ,40.615 ,0 ,526.986 ,481.731 ,404.432 ,17.622 ,384.594 ,0 ,0 ,0 ,2.216 ,0 ,77.299 ,0 ,0 ,0 ,77.299 ,360.628 
75.,LENART,8.089.301 ,1.947.563 ,311.517 ,51.565 ,25.075 ,19.980 ,171 ,284 ,6.055 ,1.533.801 ,122.826 ,1.402 ,668.044 ,13.620 ,9.022 ,468.749 ,6.168 ,0 ,14.292 ,229.678 ,36.004 ,12.402 ,0 ,23.602 ,0 ,14.676 ,13.274 ,1.402 ,0 ,2.073.147 ,35.495 ,0 ,35.495 ,1.391.066 ,25.613 ,0 ,0 ,0 ,0 ,1.365.452 ,193.035 ,193.035 ,453.551 ,98.014 ,44.275 ,0 ,311.263 ,0 ,0 ,0 ,3.780.938 ,3.780.938 ,8.095 ,0 ,31.439 ,0 ,3.186.217 ,293.903 ,215.523 ,0 ,45.760 ,287.652 ,109.439 ,44.876 ,54.248 ,0 ,5.667 ,4.649 ,0 ,0 ,178.213 ,33.984 ,0 ,0 ,144.229 ,-219.955 
76.,LENDAVA,7.891.742 ,2.132.840 ,772.245 ,123.712 ,60.785 ,48.697 ,412 ,687 ,13.132 ,1.174.917 ,156.929 ,131.087 ,166.483 ,22.608 ,10.135 ,309.655 ,31.956 ,136.718 ,34.794 ,174.552 ,57.792 ,0 ,0 ,57.792 ,0 ,4.173 ,0 ,4.173 ,0 ,2.960.335 ,138.475 ,0 ,138.475 ,1.051.904 ,0 ,0 ,29.504 ,0 ,17.013 ,1.005.387 ,227.185 ,227.185 ,1.542.771 ,145.530 ,196.445 ,42.995 ,936.942 ,214.906 ,5.954 ,0 ,2.465.056 ,2.465.056 ,31.943 ,18.991 ,46.848 ,0 ,1.753.028 ,451.597 ,85.059 ,0 ,77.590 ,333.511 ,105.032 ,14.605 ,32.005 ,0 ,0 ,0 ,58.421 ,0 ,228.480 ,220.171 ,0 ,0 ,8.308 ,200.941 
77.,LITIJA,8.332.929 ,1.879.498 ,438.829 ,76.077 ,34.331 ,27.504 ,234 ,388 ,13.620 ,1.286.476 ,95.510 ,50.705 ,126.978 ,3.676 ,4.060 ,702.007 ,9.798 ,0 ,23.022 ,270.719 ,11.350 ,8.734 ,0 ,2.616 ,0 ,66.767 ,0 ,66.767 ,0 ,3.431.184 ,65.298 ,0 ,65.298 ,1.926.239 ,0 ,47.672 ,0 ,0 ,0 ,1.878.568 ,399.754 ,399.754 ,1.039.893 ,159.798 ,181.906 ,11.976 ,677.971 ,8.242 ,0 ,0 ,1.348.594 ,1.348.594 ,0 ,22.041 ,15.177 ,0 ,1.177.846 ,28.422 ,26.945 ,0 ,78.163 ,1.673.652 ,106.410 ,85.545 ,20.865 ,0 ,0 ,0 ,0 ,0 ,1.567.243 ,58.187 ,0 ,0 ,1.509.055 ,71.111 
78.,MESTNA OBČINA LJUBLJANA,198.579.653 ,54.493.048 ,10.363.675 ,1.714.059 ,834.802 ,655.258 ,5.533 ,9.222 ,209.243 ,40.585.891 ,3.040.398 ,3.056.969 ,4.054.110 ,201.310 ,172.726 ,24.281.347 ,199.140 ,2.094.913 ,558.780 ,2.926.198 ,989.881 ,989.881 ,0 ,0 ,0 ,839.543 ,0 ,839.543 ,0 ,90.873.147 ,2.406.213 ,2.277.366 ,128.847 ,38.187.389 ,658.162 ,3.255 ,0 ,12.168 ,310.349 ,37.203.455 ,11.199.261 ,11.199.261 ,39.071.345 ,2.312.327 ,3.112.481 ,2.925.943 ,30.299.057 ,421.536 ,0 ,8.938 ,21.764.526 ,21.764.526 ,3.892.710 ,11.213 ,1.272.012 ,48.610 ,10.767.839 ,1.645.614 ,2.378.409 ,0 ,1.748.118 ,31.448.932 ,16.075.050 ,1.661.008 ,14.059.660 ,0 ,32.449 ,321.933 ,0 ,0 ,15.373.882 ,0 ,4.663.007 ,0 ,10.710.875 ,20.987.043 
79.,LJUBNO,1.753.105 ,492.706 ,97.784 ,15.323 ,7.349 ,5.888 ,50 ,83 ,1.953 ,370.731 ,26.452 ,1.920 ,53.509 ,0 ,2.708 ,183.216 ,0 ,0 ,3.635 ,99.291 ,0 ,0 ,0 ,0 ,0 ,8.867 ,0 ,8.346 ,522 ,628.134 ,50.960 ,2.045 ,48.915 ,213.662 ,0 ,1.598 ,44.112 ,0 ,0 ,167.952 ,90.473 ,90.473 ,273.039 ,0 ,21.098 ,576 ,251.365 ,0 ,0 ,0 ,498.686 ,498.686 ,2.500 ,0 ,981 ,0 ,376.273 ,0 ,1.089 ,0 ,117.843 ,133.580 ,133.580 ,50.121 ,83.459 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,29.649 
80.,LJUTOMER,8.293.906 ,1.753.760 ,571.089 ,90.649 ,45.147 ,34.321 ,290 ,510 ,10.380 ,1.026.431 ,89.639 ,12.262 ,92.739 ,8.479 ,7.452 ,627.268 ,7.753 ,272 ,24.438 ,156.129 ,28.261 ,28.261 ,0 ,0 ,0 ,37.330 ,0 ,37.330 ,0 ,3.115.680 ,83.140 ,209 ,82.932 ,1.490.422 ,0 ,0 ,15.094 ,0 ,12.942 ,1.462.386 ,251.606 ,251.606 ,1.290.512 ,228.938 ,133.994 ,0 ,927.581 ,0 ,0 ,0 ,2.788.719 ,2.788.719 ,0 ,0 ,25.035 ,0 ,2.244.075 ,11.606 ,25.000 ,0 ,483.004 ,635.748 ,208.631 ,38.698 ,169.932 ,0 ,0 ,0 ,0 ,0 ,427.117 ,71.779 ,133.555 ,0 ,221.784 ,35.721 
81.,LOGATEC,8.499.019 ,908.370 ,332.817 ,54.656 ,26.326 ,21.090 ,178 ,297 ,6.764 ,485.045 ,124.604 ,916 ,122.891 ,18.399 ,2.283 ,25.178 ,11.895 ,6.969 ,18.779 ,153.130 ,13.637 ,5.898 ,0 ,7.739 ,0 ,22.215 ,0 ,22.215 ,0 ,3.172.684 ,39.485 ,0 ,39.485 ,1.736.534 ,0 ,0 ,0 ,0 ,0 ,1.736.534 ,337.289 ,337.289 ,1.059.376 ,95.922 ,66.686 ,37.374 ,503.082 ,356.313 ,0 ,0 ,3.451.865 ,3.451.865 ,37.925 ,0 ,378.836 ,2.138 ,1.826.356 ,327.181 ,782.828 ,0 ,96.601 ,966.100 ,840.445 ,83.417 ,757.028 ,0 ,0 ,0 ,0 ,0 ,125.655 ,43.816 ,0 ,0 ,81.840 ,501.030 
82.,LOŠKA DOLINA,2.356.441 ,764.118 ,142.633 ,23.194 ,11.305 ,9.057 ,77 ,128 ,2.629 ,592.409 ,49.428 ,2.584 ,61.202 ,1.403 ,5.233 ,391.823 ,0 ,0 ,8.162 ,72.573 ,5.883 ,3.489 ,0 ,2.394 ,0 ,0 ,0 ,0 ,0 ,728.928 ,9.453 ,2.279 ,7.174 ,408.027 ,0 ,0 ,0 ,0 ,5.740 ,402.287 ,88.082 ,88.082 ,223.366 ,4.173 ,16.587 ,819 ,201.787 ,0 ,0 ,0 ,839.379 ,839.379 ,0 ,0 ,15.054 ,0 ,801.461 ,0 ,0 ,0 ,22.864 ,24.015 ,11.976 ,11.976 ,0 ,0 ,0 ,0 ,0 ,0 ,12.039 ,10.787 ,0 ,0 ,1.252 ,49.043 
83.,LOŠKI POTOK,1.433.763 ,244.158 ,82.791 ,13.871 ,6.585 ,5.275 ,46 ,75 ,1.890 ,128.668 ,36.488 ,0 ,39.009 ,4.269 ,1.920 ,4.753 ,0 ,0 ,3.868 ,38.362 ,16.742 ,11.309 ,0 ,5.433 ,0 ,2.086 ,0 ,2.086 ,0 ,439.785 ,2.504 ,2.504 ,0 ,218.924 ,0 ,0 ,0 ,0 ,426 ,218.499 ,30.512 ,30.512 ,187.844 ,0 ,9.314 ,426 ,48.477 ,129.628 ,0 ,0 ,654.135 ,654.135 ,34.218 ,0 ,11.451 ,0 ,463.917 ,99.007 ,17.026 ,0 ,28.518 ,95.685 ,87.143 ,18.874 ,68.269 ,0 ,0 ,0 ,0 ,0 ,8.542 ,0 ,0 ,0 ,8.542 ,55.617 
84.,LOVRENC NA POHORJU,3.310.770 ,764.171 ,223.585 ,35.595 ,17.843 ,14.255 ,121 ,200 ,3.176 ,481.180 ,91.913 ,0 ,42.843 ,2.571 ,9.627 ,294.859 ,659 ,0 ,8.534 ,30.174 ,15.882 ,0 ,0 ,15.882 ,0 ,7.929 ,0 ,7.929 ,0 ,699.846 ,10.441 ,0 ,10.441 ,392.589 ,0 ,0 ,0 ,0 ,0 ,392.589 ,75.225 ,75.225 ,221.591 ,0 ,32.486 ,1.252 ,186.042 ,1.811 ,0 ,0 ,1.751.214 ,1.751.214 ,0 ,0 ,30.421 ,0 ,1.644.158 ,47.496 ,0 ,0 ,29.140 ,95.539 ,75.359 ,24.257 ,51.102 ,0 ,0 ,0 ,0 ,0 ,20.180 ,0 ,0 ,0 ,20.180 ,-907.920 
85.,LUČE,1.101.022 ,327.462 ,71.082 ,12.101 ,6.188 ,4.532 ,38 ,63 ,1.281 ,235.987 ,21.816 ,1.302 ,50.676 ,8.054 ,622 ,134.326 ,167 ,0 ,3.272 ,15.753 ,563 ,0 ,0 ,563 ,0 ,7.728 ,2.049 ,4.173 ,1.506 ,355.233 ,72.150 ,7.728 ,64.422 ,162.561 ,0 ,0 ,0 ,0 ,0 ,162.561 ,49.662 ,49.662 ,70.860 ,0 ,12.686 ,409 ,57.766 ,0 ,0 ,0 ,392.401 ,392.401 ,0 ,0 ,42.163 ,1.027 ,309.994 ,18.348 ,0 ,0 ,20.869 ,25.926 ,15.911 ,15.911 ,0 ,0 ,0 ,0 ,0 ,0 ,10.015 ,0 ,0 ,0 ,10.015 ,-29.357 
86.,LUKOVICA,2.587.335 ,873.393 ,292.973 ,48.481 ,23.243 ,18.611 ,159 ,263 ,6.205 ,531.940 ,86.855 ,69.004 ,98.544 ,50.200 ,5.295 ,125.785 ,1.945 ,83 ,14.927 ,79.302 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.140.928 ,18.227 ,0 ,18.227 ,614.747 ,0 ,14.443 ,12.594 ,0 ,12.435 ,575.275 ,111.688 ,111.688 ,396.265 ,57.591 ,38.821 ,3.067 ,295.823 ,0 ,964 ,0 ,482.240 ,482.240 ,0 ,66.625 ,12.431 ,0 ,83.045 ,103.543 ,79.361 ,0 ,137.235 ,90.774 ,55.300 ,27.212 ,28.088 ,0 ,0 ,0 ,0 ,0 ,35.474 ,4.173 ,0 ,0 ,31.301 ,1.093.073 
87.,MAJŠPERK,5.872.943 ,528.151 ,113.721 ,17.860 ,8.705 ,6.973 ,58 ,100 ,2.024 ,369.734 ,41.704 ,1.723 ,38.800 ,3.643 ,3.856 ,179.357 ,0 ,0 ,4.782 ,95.869 ,16.683 ,16.683 ,0 ,0 ,0 ,10.153 ,10.153 ,0 ,0 ,682.678 ,2.399 ,0 ,2.399 ,395.719 ,0 ,6.097 ,0 ,0 ,0 ,389.622 ,58.304 ,58.304 ,226.256 ,0 ,54.423 ,0 ,171.833 ,0 ,0 ,0 ,4.635.315 ,4.635.315 ,0 ,0 ,389.184 ,922 ,4.181.785 ,5.830 ,0 ,0 ,57.595 ,26.799 ,16.487 ,16.487 ,0 ,0 ,0 ,0 ,0 ,0 ,10.311 ,10.311 ,0 ,0 ,0 ,-1.022.722 
