55.,JEZERSKO,613.587 ,207.290 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,207.290 ,28.334 ,5.087 ,19.955 ,40.436 ,0 ,44.792 ,0 ,0 ,0 ,68.686 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,117.848 ,6.551 ,0 ,6.551 ,46.328 ,0 ,1.377 ,0 ,0 ,0 ,44.951 ,19.216 ,19.216 ,45.752 ,0 ,2.737 ,0 ,43.015 ,0 ,0 ,0 ,274.833 ,274.833 ,0 ,0 ,27.157 ,488 ,193.770 ,8.663 ,1.490 ,27.157 ,16.107 ,13.616 ,7.236 ,2.712 ,4.523 ,0 ,0 ,0 ,0 ,0 ,6.380 ,5.608 ,0 ,0 ,772 ,-3.151 
56.,JURŠINCI,1.536.684 ,303.981 ,66.875 ,11.672 ,5.174 ,4.144 ,33 ,58 ,2.262 ,223.139 ,24.654 ,2.687 ,26.895 ,0 ,4.461 ,102.979 ,163 ,0 ,2.220 ,59.080 ,0 ,0 ,0 ,0 ,0 ,2.295 ,0 ,2.295 ,0 ,444.471 ,27.921 ,0 ,27.921 ,235.904 ,0 ,1.498 ,0 ,0 ,0 ,234.406 ,42.693 ,42.693 ,137.953 ,11.008 ,31.055 ,0 ,95.890 ,0 ,0 ,0 ,428.614 ,428.614 ,0 ,0 ,68.983 ,0 ,358.471 ,0 ,951 ,0 ,209 ,359.619 ,33.492 ,4.173 ,29.319 ,0 ,0 ,0 ,0 ,0 ,326.127 ,6.138 ,0 ,0 ,319.988 ,-117.856 
57.,KAMNIK,18.347.813 ,2.316.041 ,895.606 ,145.485 ,70.276 ,56.952 ,484 ,805 ,16.967 ,1.215.035 ,368.119 ,213.737 ,161.021 ,14.359 ,6.785 ,151.168 ,19.225 ,0 ,39.843 ,240.778 ,0 ,0 ,0 ,0 ,0 ,59.915 ,0 ,45.902 ,14.013 ,8.038.612 ,334.026 ,0 ,334.026 ,3.016.537 ,0 ,0 ,0 ,0 ,0 ,3.016.537 ,811.559 ,811.559 ,3.876.490 ,82.937 ,242.877 ,34.084 ,1.538.237 ,1.978.355 ,0 ,0 ,7.140.961 ,7.140.961 ,280.600 ,7.207 ,490.023 ,2.003 ,5.301.085 ,312.594 ,178.105 ,0 ,569.346 ,852.199 ,457.323 ,167.610 ,289.714 ,0 ,0 ,0 ,0 ,0 ,394.876 ,0 ,0 ,0 ,394.876 ,1.007.966 
58.,KANAL,4.978.904 ,1.575.109 ,293.660 ,47.695 ,23.038 ,18.274 ,155 ,260 ,5.968 ,1.212.890 ,167.609 ,7.883 ,170.828 ,11.661 ,6.262 ,645.231 ,8.674 ,3.410 ,9.970 ,181.361 ,0 ,0 ,0 ,0 ,0 ,20.865 ,0 ,20.865 ,0 ,1.862.902 ,35.286 ,0 ,35.286 ,482.389 ,0 ,0 ,0 ,0 ,10.869 ,471.520 ,433.902 ,433.902 ,911.325 ,0 ,50.570 ,88.720 ,772.035 ,0 ,0 ,0 ,1.381.168 ,1.381.168 ,23.327 ,0 ,50.592 ,0 ,377.289 ,781.641 ,10.050 ,0 ,138.269 ,159.726 ,99.564 ,87.379 ,0 ,0 ,0 ,12.185 ,0 ,0 ,60.162 ,4.625 ,0 ,0 ,55.537 ,255.660 
59.,KIDRIČEVO,4.577.971 ,1.355.496 ,256.551 ,41.775 ,20.414 ,15.853 ,134 ,225 ,5.149 ,1.034.468 ,79.970 ,5.579 ,231.535 ,0 ,15.206 ,421.870 ,16.955 ,21.578 ,10.403 ,231.372 ,20.614 ,20.614 ,0 ,0 ,0 ,2.086 ,0 ,2.086 ,0 ,1.347.984 ,81.097 ,0 ,81.097 ,758.951 ,0 ,0 ,0 ,0 ,0 ,758.951 ,197.446 ,197.446 ,310.491 ,0 ,68.449 ,1.899 ,240.144 ,0 ,0 ,0 ,1.707.006 ,1.707.006 ,0 ,14.872 ,29.081 ,0 ,1.337.974 ,206.919 ,0 ,0 ,118.161 ,167.485 ,101.123 ,86.396 ,14.726 ,0 ,0 ,0 ,0 ,0 ,66.362 ,29.206 ,0 ,0 ,37.156 ,409.318 
60.,KOBARID,4.218.161 ,913.958 ,228.472 ,38.929 ,18.098 ,14.497 ,121 ,204 ,6.009 ,629.569 ,161.329 ,0 ,184.393 ,572 ,1.373 ,166.241 ,43.215 ,2.858 ,8.692 ,60.896 ,15.594 ,15.594 ,0 ,0 ,0 ,1.394 ,0 ,1.394 ,0 ,1.180.896 ,17.810 ,17.810 ,0 ,651.377 ,0 ,1.043 ,6.956 ,0 ,0 ,643.378 ,115.828 ,115.828 ,395.881 ,20.865 ,22.818 ,0 ,281.385 ,70.815 ,0 ,0 ,1.852.312 ,1.852.312 ,14.255 ,0 ,16.049 ,14.680 ,282.816 ,1.149.040 ,371.090 ,0 ,4.382 ,270.994 ,194.241 ,42.998 ,151.244 ,0 ,0 ,0 ,0 ,0 ,76.753 ,0 ,0 ,0 ,76.753 ,266.316 
61.,KOBILJE,583.901 ,171.414 ,52.450 ,9.127 ,9.127 ,0 ,0 ,0 ,0 ,105.482 ,6.974 ,3.497 ,30.554 ,2.181 ,3.481 ,27.022 ,5.553 ,669 ,0 ,25.550 ,4.354 ,4.354 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,169.556 ,0 ,0 ,0 ,68.125 ,0 ,1.043 ,0 ,0 ,4.876 ,62.206 ,26.990 ,26.990 ,74.442 ,3.050 ,7.653 ,2.495 ,61.244 ,0 ,0 ,0 ,242.914 ,242.914 ,796 ,24.126 ,1.168 ,0 ,207.819 ,0 ,639 ,0 ,8.366 ,17 ,17 ,0 ,0 ,0 ,0 ,0 ,17 ,0 ,0 ,0 ,0 ,0 ,0 ,45.792 
62.,KOČEVJE,12.963.015 ,2.697.989 ,600.705 ,101.828 ,49.053 ,38.366 ,2.116 ,547 ,11.747 ,1.956.284 ,270.097 ,79.407 ,269.967 ,9.456 ,4.628 ,985.245 ,1.519 ,5.992 ,26.915 ,303.059 ,30.825 ,30.825 ,0 ,0 ,0 ,8.346 ,0 ,8.346 ,0 ,4.044.767 ,15.553 ,0 ,15.553 ,2.215.214 ,0 ,18.403 ,0 ,0 ,0 ,2.196.812 ,296.265 ,296.265 ,1.517.109 ,0 ,211.430 ,12.419 ,1.293.261 ,0 ,0 ,626 ,3.685.699 ,3.685.699 ,89.013 ,0 ,64.484 ,0 ,2.623.322 ,532.878 ,106.789 ,1.652 ,267.560 ,2.534.560 ,2.264.639 ,313.842 ,1.950.797 ,0 ,0 ,0 ,0 ,0 ,269.922 ,0 ,0 ,0 ,269.922 ,-65.490 
63.,KOMEN,2.969.237 ,685.128 ,143.553 ,22.964 ,11.309 ,9.059 ,75 ,129 ,2.391 ,508.667 ,51.402 ,0 ,88.629 ,0 ,8.993 ,121.653 ,4.332 ,0 ,4.720 ,228.939 ,1.598 ,1.598 ,0 ,0 ,0 ,8.346 ,0 ,8.346 ,0 ,1.000.839 ,27.299 ,2.558 ,24.741 ,437.072 ,7.636 ,0 ,0 ,0 ,0 ,429.436 ,147.621 ,147.621 ,388.846 ,10.411 ,22.550 ,1.461 ,352.637 ,1.786 ,0 ,0 ,1.214.317 ,1.214.317 ,282.670 ,0 ,27.433 ,0 ,549.078 ,203.497 ,117.409 ,0 ,34.231 ,68.953 ,43.895 ,23.786 ,20.109 ,0 ,0 ,0 ,0 ,0 ,25.058 ,0 ,0 ,0 ,25.058 ,-173.485 
64.,KOMENDA,14.061.188 ,979.937 ,267.480 ,43.244 ,21.562 ,17.276 ,146 ,242 ,4.019 ,624.303 ,112.085 ,22.455 ,101.344 ,11.146 ,2.796 ,25.042 ,8.158 ,15.210 ,12.586 ,313.483 ,44.909 ,44.909 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.427.854 ,59.614 ,0 ,59.614 ,591.767 ,0 ,0 ,0 ,0 ,0 ,591.767 ,137.794 ,137.794 ,638.679 ,15.068 ,40.419 ,0 ,269.346 ,313.846 ,0 ,0 ,11.221.307 ,11.221.307 ,36.021 ,35.887 ,23.544 ,0 ,3.682.486 ,501.356 ,6.547.964 ,0 ,394.049 ,432.090 ,36.138 ,36.138 ,0 ,0 ,0 ,0 ,0 ,0 ,395.952 ,0 ,0 ,0 ,395.952 ,-601.239 
65.,MESTNA OBČINA KOPER,65.177.635 ,8.038.028 ,2.684.706 ,434.435 ,213.073 ,169.257 ,1.432 ,2.387 ,48.286 ,4.490.388 ,896.942 ,26.175 ,407.734 ,98.561 ,65.615 ,508.421 ,120.234 ,0 ,114.297 ,2.252.412 ,13.822 ,330 ,0 ,13.491 ,0 ,414.677 ,372.948 ,41.729 ,0 ,19.552.716 ,1.128.596 ,0 ,1.128.596 ,7.792.687 ,0 ,0 ,0 ,0 ,15.502 ,7.777.185 ,2.340.183 ,2.340.183 ,8.291.250 ,10.838 ,484.697 ,0 ,4.559.892 ,3.137.982 ,97.840 ,0 ,33.450.814 ,33.450.814 ,340.905 ,23.133 ,2.827.313 ,78.275 ,18.588.613 ,4.418.549 ,5.292.730 ,176.077 ,1.705.220 ,4.136.077 ,2.910.945 ,375.781 ,2.402.795 ,0 ,44.422 ,87.947 ,0 ,0 ,1.225.132 ,126.326 ,333.834 ,0 ,764.973 ,5.754.386 
66.,KOSTEL,987.268 ,365.694 ,137.577 ,16.024 ,7.737 ,6.201 ,54 ,88 ,1.945 ,201.815 ,84.802 ,384 ,41.041 ,0 ,4.799 ,59.160 ,2.424 ,0 ,2.667 ,6.539 ,10.174 ,8.141 ,2.032 ,0 ,0 ,104 ,0 ,104 ,0 ,169.112 ,0 ,0 ,0 ,84.836 ,0 ,0 ,2.792 ,0 ,0 ,82.044 ,20.614 ,20.614 ,63.662 ,0 ,0 ,8.246 ,55.416 ,0 ,0 ,0 ,437.790 ,437.790 ,80.613 ,5.921 ,1.615 ,3.697 ,235.023 ,87.026 ,3.977 ,0 ,19.917 ,14.672 ,14.672 ,0 ,14.672 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-101.377 
67.,KOZJE,2.379.377 ,708.897 ,157.182 ,27.871 ,13.988 ,9.627 ,83 ,142 ,4.031 ,508.233 ,48.227 ,0 ,31.318 ,2.374 ,6.030 ,308.329 ,1.056 ,0 ,5.917 ,104.982 ,3.509 ,0 ,0 ,3.509 ,0 ,12.101 ,0 ,12.101 ,0 ,959.606 ,36.246 ,0 ,36.246 ,541.479 ,0 ,0 ,0 ,0 ,0 ,541.479 ,83.546 ,83.546 ,298.335 ,0 ,50.042 ,0 ,240.686 ,0 ,7.607 ,0 ,619.504 ,619.504 ,44.942 ,0 ,22.722 ,0 ,411.317 ,15.582 ,55.095 ,0 ,69.846 ,91.370 ,22.976 ,22.976 ,0 ,0 ,0 ,0 ,0 ,0 ,68.394 ,12.986 ,0 ,0 ,55.408 ,-23.314 
68.,MESTNA OBČINA KRANJ,36.787.056 ,8.705.336 ,1.687.855 ,273.713 ,132.064 ,107.336 ,908 ,1.514 ,31.890 ,5.429.296 ,789.088 ,243.802 ,813.413 ,20.989 ,5.366 ,2.710.867 ,43.915 ,134.743 ,71.850 ,595.264 ,0 ,0 ,0 ,0 ,0 ,1.314.472 ,0 ,62.594 ,1.251.878 ,13.646.484 ,579.736 ,0 ,579.736 ,5.421.424 ,0 ,0 ,27.521 ,0 ,27.535 ,5.366.368 ,1.349.944 ,1.349.944 ,6.295.380 ,0 ,375.714 ,198 ,5.919.468 ,0 ,0 ,0 ,11.035.186 ,11.035.186 ,1.377.066 ,0 ,369.926 ,6.524 ,4.703.493 ,3.433.907 ,633.653 ,0 ,510.617 ,3.400.050 ,2.473.603 ,152.127 ,2.321.476 ,0 ,0 ,0 ,0 ,0 ,926.447 ,0 ,0 ,25.317 ,901.130 ,2.469.771 
69.,KRANJSKA GORA,7.074.385 ,1.806.839 ,344.527 ,56.240 ,27.571 ,22.088 ,187 ,312 ,6.083 ,1.334.653 ,162.393 ,269.903 ,83.153 ,6.366 ,3.403 ,657.474 ,8.900 ,3.555 ,17.439 ,122.066 ,0 ,0 ,0 ,0 ,0 ,71.420 ,0 ,71.420 ,0 ,1.764.504 ,40.553 ,0 ,40.553 ,567.854 ,11.618 ,9.897 ,0 ,0 ,0 ,546.338 ,353.069 ,353.069 ,803.028 ,0 ,37.821 ,4.011 ,758.685 ,2.511 ,0 ,0 ,1.943.316 ,1.943.316 ,0 ,0 ,17.843 ,0 ,1.863.179 ,14.059 ,16.889 ,0 ,31.346 ,1.559.726 ,1.351.406 ,265.976 ,466.617 ,0 ,0 ,0 ,618.814 ,0 ,208.320 ,0 ,0 ,0 ,208.320 ,151.998 
70.,KRIŽEVCI,2.302.114 ,273.591 ,88.826 ,12.987 ,6.256 ,5.018 ,42 ,71 ,1.600 ,166.007 ,24.146 ,465 ,33.276 ,2.608 ,1.423 ,29.944 ,1.804 ,0 ,3.206 ,69.135 ,3.278 ,0 ,0 ,3.278 ,0 ,2.492 ,0 ,2.492 ,0 ,906.596 ,57.235 ,0 ,57.235 ,555.784 ,0 ,0 ,0 ,0 ,1.465 ,554.319 ,56.406 ,56.406 ,237.171 ,0 ,21.723 ,305 ,130.651 ,84.492 ,0 ,0 ,570.197 ,570.197 ,14.427 ,0 ,8.699 ,1.902 ,389.624 ,0 ,107.041 ,0 ,48.506 ,551.730 ,525.218 ,23.164 ,0 ,0 ,0 ,0 ,502.054 ,0 ,26.512 ,4.185 ,0 ,0 ,22.327 ,-335.731 
71.,KRŠKO,25.447.680 ,8.029.185 ,1.276.252 ,207.770 ,100.159 ,80.767 ,684 ,1.135 ,25.025 ,6.119.897 ,538.166 ,84.247 ,502.838 ,49.579 ,13.107 ,3.094.346 ,48.857 ,161.534 ,49.917 ,1.577.308 ,71.486 ,71.486 ,0 ,0 ,0 ,353.781 ,0 ,353.781 ,0 ,8.448.060 ,223.498 ,14.522 ,208.976 ,4.216.521 ,3.464 ,0 ,19.471 ,0 ,0 ,4.193.586 ,1.101.402 ,1.101.402 ,2.905.905 ,0 ,279.941 ,12.339 ,2.606.551 ,7.073 ,0 ,734 ,5.880.325 ,5.880.325 ,115.043 ,36.851 ,309.840 ,13.178 ,3.468.369 ,566.829 ,151.252 ,0 ,1.218.962 ,3.090.110 ,1.920.965 ,100.109 ,0 ,0 ,30.183 ,145.385 ,1.645.289 ,0 ,1.169.145 ,0 ,0 ,0 ,1.169.145 ,-1.465.189 
72.,KUNGOTA,2.578.618 ,1.045.652 ,108.805 ,19.659 ,9.702 ,7.774 ,67 ,109 ,2.007 ,900.438 ,91.905 ,57.407 ,82.574 ,5.354 ,12.694 ,520.251 ,150 ,4.999 ,3.668 ,121.436 ,8.913 ,5.458 ,0 ,3.455 ,0 ,7.837 ,3.468 ,4.369 ,0 ,967.714 ,17.230 ,0 ,17.230 ,322.621 ,0 ,0 ,0 ,0 ,0 ,322.621 ,46.290 ,46.290 ,581.572 ,3.847 ,74.362 ,5.003 ,498.360 ,0 ,0 ,0 ,456.051 ,456.051 ,58.621 ,0 ,8.613 ,0 ,148.348 ,6.314 ,161.517 ,0 ,72.638 ,109.201 ,65.260 ,37.752 ,27.508 ,0 ,0 ,0 ,0 ,0 ,43.941 ,15.820 ,28.121 ,0 ,0 ,-38.437 
73.,KUZMA,1.509.141 ,545.589 ,117.358 ,47.248 ,31.847 ,14.942 ,212 ,247 ,0 ,332.983 ,121.574 ,4.299 ,33.440 ,18.841 ,3.125 ,113.882 ,938 ,0 ,161 ,36.724 ,25.858 ,0 ,25.858 ,0 ,0 ,22.141 ,0 ,22.141 ,0 ,354.698 ,4.173 ,0 ,4.173 ,175.513 ,0 ,0 ,31.648 ,0 ,0 ,143.865 ,94.942 ,94.942 ,80.070 ,0 ,0 ,431 ,79.639 ,0 ,0 ,0 ,608.854 ,608.854 ,15.771 ,8.386 ,55.737 ,15.674 ,124.043 ,98.266 ,3.655 ,268.959 ,18.363 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-37.128 
74.,LAŠKO,10.335.545 ,2.610.453 ,590.557 ,93.557 ,45.184 ,36.200 ,305 ,509 ,11.359 ,1.635.324 ,124.078 ,0 ,425.601 ,16.625 ,5.220 ,159.961 ,194.776 ,0 ,21.303 ,687.761 ,16.400 ,16.400 ,0 ,0 ,0 ,274.616 ,0 ,268.031 ,6.585 ,3.879.841 ,0 ,0 ,0 ,1.882.991 ,0 ,0 ,0 ,0 ,0 ,1.882.991 ,344.458 ,344.458 ,1.652.391 ,0 ,146.854 ,108.671 ,731.072 ,635.332 ,30.462 ,0 ,3.291.387 ,3.291.387 ,0 ,0 ,53.042 ,2.283 ,758.830 ,1.678.914 ,511.279 ,0 ,287.039 ,553.864 ,211.651 ,34.589 ,177.061 ,0 ,0 ,0 ,0 ,0 ,342.213 ,57.378 ,133.534 ,0 ,151.302 ,-1.193.499 
75.,LENART,9.327.483 ,2.632.311 ,329.644 ,57.737 ,25.234 ,19.926 ,167 ,280 ,12.131 ,2.175.764 ,197.455 ,2.779 ,706.735 ,13.399 ,6.017 ,927.128 ,6.168 ,0 ,12.389 ,303.693 ,49.775 ,30.780 ,0 ,18.995 ,0 ,19.392 ,18.924 ,467 ,0 ,2.240.043 ,27.821 ,0 ,27.821 ,1.431.239 ,45.652 ,0 ,0 ,0 ,0 ,1.385.587 ,237.882 ,237.882 ,543.102 ,172.834 ,19.901 ,0 ,350.367 ,0 ,0 ,0 ,4.053.660 ,4.053.660 ,0 ,0 ,30.742 ,0 ,3.066.688 ,536.530 ,317.155 ,0 ,102.545 ,401.469 ,102.671 ,93.035 ,0 ,0 ,8.634 ,538 ,463 ,0 ,298.798 ,4.536 ,0 ,0 ,294.262 ,-216.233 
76.,LENDAVA,13.523.219 ,2.530.091 ,770.741 ,123.688 ,60.441 ,48.421 ,410 ,683 ,13.734 ,1.558.543 ,221.333 ,234.646 ,177.600 ,24.919 ,5.321 ,463.998 ,21.856 ,155.162 ,26.553 ,227.156 ,72.946 ,0 ,0 ,72.946 ,0 ,4.173 ,0 ,4.173 ,0 ,3.182.918 ,132.676 ,0 ,132.676 ,1.235.023 ,0 ,0 ,34.939 ,0 ,12.519 ,1.187.565 ,242.724 ,242.724 ,1.572.494 ,124.625 ,200.277 ,27.533 ,1.002.035 ,214.906 ,3.119 ,0 ,7.595.454 ,7.595.454 ,3.016.271 ,43.774 ,122.218 ,0 ,3.708.773 ,320.371 ,75.119 ,0 ,308.929 ,214.755 ,74.879 ,10.432 ,4.116 ,0 ,0 ,0 ,60.330 ,0 ,139.876 ,115.611 ,0 ,0 ,24.265 ,-3.105.983 
77.,LITIJA,10.392.017 ,2.312.465 ,494.312 ,84.957 ,38.483 ,30.830 ,263 ,434 ,14.947 ,1.657.399 ,159.368 ,162.327 ,142.134 ,8.125 ,3.726 ,875.638 ,16.809 ,0 ,21.466 ,267.806 ,9.030 ,6.990 ,0 ,2.041 ,0 ,66.767 ,0 ,66.767 ,0 ,3.731.301 ,71.040 ,0 ,71.040 ,2.133.404 ,0 ,38.120 ,0 ,0 ,0 ,2.095.285 ,444.717 ,444.717 ,1.082.140 ,210.040 ,156.355 ,7.582 ,708.162 ,0 ,0 ,0 ,2.679.674 ,2.679.674 ,0 ,15.177 ,40.686 ,9.239 ,2.215.903 ,47.480 ,260.695 ,0 ,90.494 ,1.668.578 ,271.912 ,58.383 ,213.529 ,0 ,0 ,0 ,0 ,0 ,1.396.666 ,69.467 ,0 ,0 ,1.327.199 ,-132.044 
78.,MESTNA OBČINA LJUBLJANA,228.414.568 ,58.540.423 ,10.428.839 ,1.732.332 ,841.133 ,664.284 ,5.571 ,9.289 ,212.056 ,44.421.687 ,3.339.735 ,5.052.896 ,4.085.754 ,180.162 ,193.323 ,24.299.174 ,178.764 ,2.615.553 ,457.507 ,4.018.820 ,1.118.023 ,1.118.023 ,0 ,0 ,0 ,839.543 ,0 ,839.543 ,0 ,109.238.266 ,5.682.298 ,5.545.794 ,136.505 ,41.234.322 ,673.581 ,3.038 ,0 ,12.469 ,352.278 ,40.192.956 ,12.225.484 ,12.225.484 ,50.096.161 ,3.311.117 ,3.400.313 ,3.783.947 ,33.807.106 ,5.793.678 ,0 ,0 ,29.863.575 ,29.863.575 ,1.803.534 ,97.246 ,1.715.139 ,71.662 ,11.847.250 ,2.520.360 ,9.453.610 ,0 ,2.354.774 ,30.772.304 ,8.017.368 ,665.628 ,6.996.553 ,0 ,121.265 ,233.922 ,0 ,0 ,22.754.937 ,0 ,1.080.901 ,0 ,21.674.036 ,-4.412.306 
79.,LJUBNO,1.929.745 ,499.558 ,113.520 ,17.468 ,8.367 ,6.702 ,54 ,96 ,2.249 ,367.956 ,26.920 ,2.182 ,60.666 ,0 ,2.550 ,131.618 ,0 ,0 ,3.000 ,141.020 ,0 ,0 ,0 ,0 ,0 ,613 ,0 ,0 ,613 ,674.232 ,62.214 ,0 ,62.214 ,408.292 ,0 ,2.833 ,0 ,0 ,0 ,405.458 ,89.009 ,89.009 ,114.718 ,0 ,20.372 ,542 ,93.803 ,0 ,0 ,0 ,605.729 ,605.729 ,64.964 ,0 ,4.707 ,0 ,505.254 ,0 ,21.086 ,0 ,9.719 ,150.225 ,150.225 ,25.038 ,125.188 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,-10.908 
80.,LJUTOMER,8.423.651 ,2.230.674 ,609.221 ,98.695 ,49.761 ,37.191 ,317 ,560 ,10.866 ,1.497.176 ,128.712 ,22.355 ,145.645 ,10.059 ,10.178 ,899.238 ,11.394 ,19.958 ,20.210 ,229.429 ,25.582 ,25.582 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.073.326 ,84.334 ,0 ,84.334 ,1.608.387 ,0 ,0 ,9.987 ,0 ,6.707 ,1.591.692 ,241.479 ,241.479 ,1.139.127 ,14.249 ,137.100 ,88.241 ,897.785 ,0 ,1.752 ,0 ,2.210.399 ,2.210.399 ,0 ,0 ,21.993 ,1.989 ,1.608.895 ,61.744 ,122.398 ,0 ,393.380 ,909.252 ,578.021 ,39.358 ,538.663 ,0 ,0 ,0 ,0 ,0 ,331.231 ,13.360 ,140.287 ,0 ,177.584 ,-796.443 
81.,LOGATEC,9.110.734 ,1.255.491 ,416.095 ,67.210 ,59.494 ,0 ,0 ,0 ,7.716 ,740.586 ,188.608 ,0 ,157.856 ,20.052 ,3.604 ,54.669 ,13.288 ,0 ,18.419 ,284.090 ,6.563 ,3.426 ,0 ,3.138 ,0 ,25.038 ,0 ,25.038 ,0 ,3.521.791 ,43.845 ,0 ,43.845 ,1.860.991 ,0 ,0 ,0 ,0 ,3.842 ,1.857.149 ,374.141 ,374.141 ,1.242.813 ,0 ,68.384 ,40.807 ,518.094 ,615.528 ,0 ,0 ,3.722.693 ,3.722.693 ,0 ,0 ,23.510 ,0 ,2.635.795 ,391.575 ,512.615 ,0 ,159.198 ,610.759 ,521.172 ,117.976 ,403.196 ,0 ,0 ,0 ,0 ,0 ,89.588 ,8.346 ,0 ,0 ,81.242 ,-168.882 
82.,LOŠKA DOLINA,2.517.179 ,870.200 ,171.460 ,27.622 ,13.579 ,10.879 ,92 ,153 ,2.918 ,668.755 ,62.129 ,5.036 ,52.757 ,1.009 ,6.218 ,412.819 ,1.489 ,0 ,8.231 ,119.067 ,2.363 ,0 ,0 ,2.363 ,0 ,0 ,0 ,0 ,0 ,786.668 ,8.274 ,0 ,8.274 ,453.627 ,0 ,8.763 ,0 ,0 ,3.444 ,441.420 ,98.915 ,98.915 ,225.852 ,0 ,13.870 ,815 ,211.167 ,0 ,0 ,0 ,845.706 ,845.706 ,0 ,0 ,28.443 ,0 ,690.945 ,100.253 ,5.008 ,0 ,21.057 ,14.605 ,14.605 ,14.605 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,311.267 
83.,LOŠKI POTOK,2.046.153 ,247.413 ,87.248 ,14.655 ,6.977 ,5.588 ,46 ,79 ,1.965 ,134.477 ,35.770 ,0 ,35.441 ,3.981 ,1.340 ,5.371 ,0 ,0 ,3.301 ,49.274 ,8.321 ,4.140 ,0 ,4.181 ,0 ,2.712 ,626 ,2.086 ,0 ,534.965 ,0 ,0 ,0 ,272.480 ,0 ,4.298 ,0 ,0 ,421 ,267.760 ,25.780 ,25.780 ,236.705 ,0 ,9.702 ,5.103 ,61.526 ,160.374 ,0 ,0 ,1.174.441 ,1.174.441 ,0 ,0 ,11.058 ,0 ,585.220 ,269.504 ,79.553 ,0 ,229.106 ,89.334 ,75.747 ,74.261 ,1.486 ,0 ,0 ,0 ,0 ,0 ,13.587 ,0 ,0 ,0 ,13.587 ,-17.727 
84.,LOVRENC NA POHORJU,2.556.677 ,796.482 ,231.430 ,37.064 ,18.311 ,14.630 ,125 ,209 ,3.789 ,498.352 ,113.028 ,0 ,44.387 ,3.918 ,8.087 ,278.889 ,1.561 ,0 ,7.065 ,41.416 ,21.290 ,0 ,0 ,21.290 ,0 ,8.346 ,0 ,8.346 ,0 ,745.126 ,18.953 ,0 ,18.953 ,441.258 ,0 ,0 ,0 ,0 ,0 ,441.258 ,63.299 ,63.299 ,221.616 ,0 ,34.360 ,313 ,184.944 ,1.999 ,0 ,0 ,908.993 ,908.993 ,0 ,0 ,39.593 ,0 ,799.103 ,53.768 ,0 ,0 ,16.529 ,106.076 ,80.383 ,21.995 ,58.388 ,0 ,0 ,0 ,0 ,0 ,25.693 ,0 ,0 ,0 ,25.693 ,-14.175 
85.,LUČE,1.401.878 ,471.495 ,77.333 ,12.544 ,6.163 ,4.932 ,42 ,71 ,1.335 ,371.712 ,30.646 ,3.710 ,101.611 ,6.990 ,1.068 ,148.711 ,630 ,0 ,2.992 ,75.355 ,401 ,0 ,0 ,401 ,0 ,9.506 ,3.831 ,4.173 ,1.502 ,434.644 ,96.457 ,10.174 ,86.284 ,180.304 ,0 ,1.882 ,0 ,0 ,0 ,178.422 ,58.738 ,58.738 ,99.145 ,0 ,13.462 ,405 ,85.278 ,0 ,0 ,0 ,439.175 ,439.175 ,0 ,0 ,35.979 ,0 ,297.033 ,57.232 ,0 ,0 ,48.932 ,56.564 ,29.215 ,24.328 ,0 ,0 ,0 ,4.887 ,0 ,0 ,27.349 ,0 ,0 ,0 ,27.349 ,-87.623 
86.,LUKOVICA,4.021.920 ,1.204.256 ,301.577 ,49.057 ,23.535 ,18.853 ,159 ,267 ,6.243 ,816.003 ,106.280 ,77.516 ,112.694 ,48.252 ,7.223 ,329.498 ,17.756 ,4.903 ,11.509 ,100.371 ,6.322 ,0 ,6.322 ,0 ,0 ,31.297 ,0 ,31.297 ,0 ,1.273.126 ,12.452 ,0 ,12.452 ,648.264 ,0 ,9.644 ,12.335 ,0 ,14.580 ,611.705 ,134.105 ,134.105 ,478.305 ,75.371 ,41.266 ,3.067 ,351.435 ,0 ,7.165 ,0 ,961.188 ,961.188 ,0 ,3.171 ,167.535 ,0 ,353.768 ,146.966 ,56.994 ,0 ,232.753 ,583.350 ,498.857 ,33.433 ,465.423 ,0 ,0 ,0 ,0 ,0 ,84.493 ,17.681 ,0 ,0 ,66.813 ,-208.108 
