81.,LOGATEC,5.326.102 ,3.542.606 ,3.055.638 ,2.154.724 ,2.154.724 ,599.866 ,406.706 ,0 ,10.645 ,182.515 ,301.047 ,6.443 ,0 ,0 ,294.604 ,0 ,0 ,486.968 ,149.328 ,0 ,6.122 ,29.615 ,113.591 ,27.846 ,27.846 ,793 ,793 ,32.278 ,32.278 ,276.723 ,276.723 ,608.296 ,151.644 ,128.476 ,0 ,23.168 ,0 ,0 ,456.652 ,0 ,456.652 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.175.200 ,1.175.200 ,1.101.999 ,0 ,0 ,73.201 
82.,LOŠKA DOLINA,2.020.648 ,1.070.289 ,981.535 ,739.776 ,739.776 ,173.681 ,162.131 ,0 ,3.952 ,7.599 ,68.077 ,104 ,0 ,0 ,67.973 ,0 ,0 ,88.754 ,50.801 ,0 ,4.073 ,8.158 ,38.570 ,9.164 ,9.164 ,21 ,21 ,2.771 ,2.771 ,25.997 ,25.997 ,16.141 ,0 ,0 ,0 ,0 ,0 ,0 ,16.141 ,4.995 ,11.146 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,934.218 ,934.218 ,934.218 ,0 ,0 ,0 
83.,LOŠKI POTOK,977.967 ,306.960 ,267.430 ,213.658 ,213.658 ,20.193 ,16.988 ,0 ,1.978 ,1.227 ,33.580 ,142 ,0 ,0 ,33.438 ,0 ,0 ,39.530 ,13.641 ,0 ,0 ,11.229 ,2.412 ,6.213 ,6.213 ,33 ,33 ,10.862 ,10.862 ,8.780 ,8.780 ,4.653 ,4.653 ,4.653 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.043 ,1.043 ,0 ,1.043 ,0 ,0 ,0 ,665.310 ,665.310 ,664.597 ,200 ,0 ,513 
84.,LOVRENC NA POHORJU,1.464.131 ,858.756 ,768.428 ,441.245 ,441.245 ,249.403 ,237.402 ,0 ,2.078 ,9.923 ,77.780 ,701 ,0 ,0 ,77.079 ,0 ,0 ,90.328 ,34.035 ,0 ,2.608 ,5.917 ,25.510 ,7.027 ,7.027 ,0 ,0 ,44.116 ,44.116 ,5.149 ,5.149 ,22.208 ,5.024 ,5.024 ,0 ,0 ,0 ,0 ,17.184 ,0 ,17.184 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,583.166 ,583.166 ,577.228 ,5.938 ,0 ,0 
85.,LUČE,897.359 ,285.691 ,229.006 ,135.119 ,135.119 ,9.957 ,5.442 ,0 ,1.582 ,2.934 ,83.930 ,62.540 ,0 ,0 ,21.390 ,0 ,0 ,56.685 ,38.199 ,0 ,0 ,2.112 ,36.087 ,4.703 ,4.703 ,171 ,171 ,0 ,0 ,13.612 ,13.612 ,6.318 ,5.529 ,5.529 ,0 ,0 ,0 ,0 ,789 ,0 ,789 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,605.350 ,605.350 ,596.269 ,0 ,0 ,9.080 
86.,LUKOVICA,2.592.898 ,1.452.687 ,1.256.168 ,800.572 ,800.572 ,108.575 ,74.883 ,0 ,-330 ,34.022 ,347.021 ,613 ,0 ,0 ,346.407 ,0 ,0 ,196.520 ,124.858 ,26.748 ,0 ,76.565 ,21.545 ,12.819 ,12.819 ,480 ,480 ,12.369 ,12.369 ,45.994 ,45.994 ,7.495 ,3.017 ,3.017 ,0 ,0 ,0 ,0 ,4.478 ,0 ,4.478 ,0 ,104.323 ,104.323 ,104.323 ,0 ,0 ,0 ,0 ,1.028.393 ,1.028.393 ,872.484 ,155.909 ,0 ,0 
87.,MAJŠPERK,2.181.489 ,935.107 ,574.821 ,464.468 ,464.468 ,44.625 ,30.963 ,0 ,3.589 ,10.073 ,65.728 ,346 ,0 ,2.921 ,62.460 ,0 ,0 ,360.286 ,237.853 ,0 ,0 ,149.082 ,88.771 ,9.627 ,9.627 ,146 ,146 ,16.537 ,16.537 ,96.123 ,96.123 ,4.632 ,0 ,0 ,0 ,0 ,0 ,0 ,4.632 ,0 ,4.632 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.241.750 ,1.241.750 ,1.228.351 ,0 ,0 ,13.399 
88.,MESTNA OBČINA MARIBOR,60.290.361 ,55.690.173 ,43.278.839 ,25.113.065 ,25.113.065 ,13.716.425 ,11.683.204 ,54 ,93.732 ,1.939.434 ,4.449.349 ,457.962 ,0 ,0 ,3.991.387 ,0 ,0 ,12.411.334 ,7.848.610 ,121.728 ,250.864 ,829.273 ,6.646.745 ,310.587 ,310.587 ,180.154 ,180.154 ,92.535 ,92.535 ,3.979.448 ,3.979.448 ,3.316.208 ,2.138.337 ,2.137.010 ,1.327 ,0 ,0 ,0 ,1.177.871 ,0 ,1.177.871 ,0 ,9.898 ,0 ,0 ,0 ,9.898 ,9.898 ,0 ,1.274.082 ,1.274.082 ,1.078.722 ,195.360 ,0 ,0 
89.,MARKOVCI,2.624.286 ,2.135.971 ,2.061.597 ,451.803 ,451.803 ,1.561.505 ,1.551.949 ,0 ,922 ,8.634 ,48.289 ,221 ,0 ,4.306 ,43.761 ,0 ,0 ,74.374 ,55.053 ,0 ,0 ,15.920 ,39.134 ,11.551 ,11.551 ,225 ,225 ,4.256 ,4.256 ,3.288 ,3.288 ,90.565 ,57.119 ,57.119 ,0 ,0 ,0 ,0 ,33.446 ,0 ,33.446 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,397.751 ,397.751 ,335.324 ,53.192 ,9.235 ,0 
90.,MEDVODE,5.337.398 ,4.958.379 ,4.685.879 ,3.467.914 ,3.467.914 ,844.145 ,612.056 ,0 ,1.698 ,230.391 ,373.819 ,7.732 ,0 ,0 ,366.087 ,0 ,0 ,272.500 ,80.225 ,0 ,0 ,41.600 ,38.625 ,27.437 ,27.437 ,1.310 ,1.310 ,0 ,0 ,163.529 ,163.529 ,13.266 ,0 ,0 ,0 ,0 ,0 ,0 ,13.266 ,5.320 ,7.945 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,365.753 ,365.753 ,6.881 ,358.872 ,0 ,0 
91.,MENGEŠ,2.498.610 ,2.383.642 ,2.039.584 ,1.602.007 ,1.602.007 ,397.517 ,227.095 ,0 ,7.261 ,163.161 ,40.060 ,2.913 ,0 ,0 ,37.147 ,0 ,0 ,344.058 ,181.869 ,23.368 ,6.414 ,71.745 ,80.341 ,12.748 ,12.748 ,580 ,580 ,8.079 ,8.079 ,140.782 ,140.782 ,114.685 ,107.069 ,41.533 ,0 ,0 ,65.536 ,0 ,7.616 ,0 ,7.616 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,284 ,284 ,284 ,0 ,0 ,0 
92.,METLIKA,4.070.456 ,2.085.850 ,1.626.039 ,1.209.301 ,1.209.301 ,198.043 ,155.554 ,0 ,1.607 ,40.882 ,218.695 ,6.890 ,0 ,0 ,211.805 ,0 ,0 ,459.811 ,116.216 ,0 ,1.494 ,21.637 ,93.085 ,70.643 ,70.643 ,1.148 ,1.148 ,0 ,0 ,271.804 ,271.804 ,25.300 ,18.578 ,18.578 ,0 ,0 ,0 ,0 ,6.723 ,0 ,6.681 ,42 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.959.306 ,1.959.306 ,1.817.426 ,29.210 ,0 ,112.669 
93.,MEŽICA,1.512.022 ,1.052.262 ,889.943 ,729.219 ,729.219 ,69.984 ,51.356 ,0 ,184 ,18.444 ,90.740 ,3.610 ,0 ,0 ,87.131 ,0 ,0 ,162.318 ,104.849 ,0 ,764 ,1.832 ,102.253 ,8.187 ,8.187 ,0 ,0 ,11.271 ,11.271 ,38.011 ,38.011 ,63.558 ,49.887 ,49.733 ,0 ,154 ,0 ,0 ,13.671 ,0 ,13.671 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,396.203 ,396.203 ,396.203 ,0 ,0 ,0 
94.,MIKLAVŽ NA DRAVSKEM POLJU,2.839.710 ,1.848.953 ,1.479.553 ,927.253 ,927.253 ,450.288 ,431.718 ,0 ,1.690 ,16.879 ,102.011 ,1.369 ,0 ,0 ,100.643 ,0 ,0 ,369.400 ,102.308 ,0 ,0 ,84.973 ,17.334 ,9.205 ,9.205 ,638 ,638 ,4.315 ,4.315 ,252.934 ,252.934 ,6.485 ,0 ,0 ,0 ,0 ,0 ,0 ,6.485 ,0 ,6.485 ,0 ,6.864 ,6.864 ,6.864 ,0 ,0 ,0 ,0 ,977.408 ,977.408 ,707.803 ,269.604 ,0 ,0 
95.,MIREN - KOSTANJEVICA,2.169.354 ,1.897.329 ,1.260.499 ,1.056.464 ,1.056.464 ,91.829 ,65.795 ,0 ,4.753 ,21.282 ,112.206 ,1.156 ,0 ,0 ,111.050 ,0 ,0 ,636.830 ,532.649 ,2.007 ,0 ,18.507 ,512.135 ,9.105 ,9.105 ,363 ,363 ,0 ,0 ,94.713 ,94.713 ,7.762 ,0 ,0 ,0 ,0 ,0 ,0 ,7.762 ,0 ,7.762 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,264.263 ,264.263 ,251.515 ,0 ,0 ,12.748 
96.,MIRNA PEČ,1.244.613 ,562.790 ,411.734 ,361.864 ,361.864 ,20.197 ,10.624 ,0 ,4.540 ,5.033 ,29.674 ,346 ,0 ,0 ,29.327 ,0 ,0 ,151.056 ,39.735 ,0 ,0 ,28.872 ,10.862 ,5.437 ,5.437 ,246 ,246 ,26.406 ,26.406 ,79.231 ,79.231 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,681.823 ,681.823 ,681.823 ,0 ,0 ,0 
97.,MISLINJA,1.959.694 ,1.053.351 ,916.784 ,803.530 ,803.530 ,59.936 ,50.709 ,0 ,1.014 ,8.212 ,53.317 ,10.345 ,0 ,0 ,42.973 ,0 ,0 ,136.567 ,93.632 ,0 ,0 ,34.731 ,58.901 ,12.794 ,12.794 ,54 ,54 ,3.159 ,3.159 ,26.928 ,26.928 ,85.704 ,29.991 ,29.991 ,0 ,0 ,0 ,0 ,55.713 ,0 ,55.713 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,820.639 ,820.639 ,803.025 ,17.614 ,0 ,0 
98.,MORAVČE,1.821.228 ,914.417 ,788.090 ,659.552 ,659.552 ,84.314 ,59.435 ,480 ,3.564 ,20.835 ,44.225 ,292 ,0 ,0 ,43.933 ,0 ,0 ,126.327 ,50.384 ,0 ,25.526 ,284 ,24.574 ,9.639 ,9.639 ,79 ,79 ,10.883 ,10.883 ,55.341 ,55.341 ,1.152 ,1.152 ,1.152 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,905.658 ,905.658 ,762.268 ,143.390 ,0 ,0 
99.,MORAVSKE TOPLICE,3.272.538 ,1.565.632 ,1.110.549 ,711.484 ,711.484 ,175.171 ,89.906 ,0 ,7.511 ,77.754 ,223.894 ,8.137 ,0 ,0 ,215.757 ,0 ,0 ,455.083 ,104.987 ,0 ,0 ,7.974 ,97.012 ,18.298 ,18.298 ,0 ,0 ,26.477 ,26.477 ,305.320 ,305.320 ,97.642 ,0 ,0 ,0 ,0 ,0 ,0 ,97.642 ,0 ,97.642 ,0 ,74.816 ,74.816 ,3.505 ,71.311 ,0 ,0 ,0 ,1.534.448 ,1.534.448 ,1.511.688 ,19.012 ,0 ,3.747 
100.,MOZIRJE,2.572.672 ,1.446.411 ,1.243.536 ,1.010.015 ,1.010.015 ,112.957 ,86.121 ,0 ,6.501 ,20.335 ,120.564 ,17.309 ,0 ,0 ,103.255 ,0 ,0 ,202.875 ,94.488 ,0 ,0 ,3.572 ,90.916 ,14.764 ,14.764 ,371 ,371 ,8 ,8 ,93.244 ,93.244 ,52.925 ,48.915 ,47.663 ,0 ,1.252 ,0 ,0 ,4.010 ,0 ,4.010 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.073.335 ,1.073.335 ,986.955 ,86.380 ,0 ,0 
101.,MESTNA OBČINA MURSKA SOBOTA,9.649.766 ,7.931.960 ,6.499.445 ,4.907.916 ,4.907.916 ,966.575 ,671.027 ,0 ,12.106 ,283.442 ,624.954 ,77.424 ,0 ,0 ,547.530 ,0 ,0 ,1.432.515 ,450.380 ,0 ,4.281 ,16.821 ,429.277 ,64.622 ,64.622 ,23.260 ,23.260 ,43.524 ,43.524 ,850.730 ,850.730 ,360.991 ,75.338 ,75.321 ,0 ,0 ,17 ,0 ,285.653 ,0 ,285.653 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.356.814 ,1.356.814 ,532.061 ,441.525 ,0 ,383.229 
102.,MUTA,1.644.730 ,934.727 ,655.166 ,465.315 ,465.315 ,177.892 ,163.441 ,0 ,3.685 ,10.766 ,11.960 ,1.494 ,0 ,768 ,9.698 ,0 ,0 ,279.561 ,119.308 ,2.149 ,0 ,451 ,116.708 ,8.797 ,8.797 ,246 ,246 ,14.484 ,14.484 ,136.726 ,136.726 ,9.706 ,8.801 ,8.100 ,0 ,701 ,0 ,0 ,906 ,0 ,906 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,700.296 ,700.296 ,700.296 ,0 ,0 ,0 
103.,NAKLO,2.458.200 ,2.313.387 ,1.608.033 ,1.089.822 ,1.089.822 ,249.754 ,203.505 ,0 ,8.450 ,37.798 ,268.457 ,1.281 ,0 ,0 ,267.176 ,0 ,0 ,705.354 ,122.830 ,0 ,1.853 ,27.387 ,93.590 ,9.911 ,9.911 ,367 ,367 ,14.952 ,14.952 ,557.294 ,557.294 ,9.180 ,0 ,0 ,0 ,0 ,0 ,0 ,9.180 ,0 ,9.180 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,135.633 ,135.633 ,135.633 ,0 ,0 ,0 
104.,NAZARJE,1.395.393 ,656.138 ,550.613 ,355.525 ,355.525 ,148.715 ,118.344 ,0 ,8.425 ,21.945 ,46.374 ,296 ,0 ,0 ,46.077 ,0 ,0 ,105.525 ,66.516 ,14.605 ,0 ,24.775 ,27.137 ,8.454 ,8.454 ,146 ,146 ,0 ,0 ,30.408 ,30.408 ,67 ,0 ,0 ,0 ,0 ,0 ,0 ,67 ,0 ,67 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,739.188 ,739.188 ,639.038 ,0 ,0 ,100.150 
105.,MESTNA OBČINA NOVA GORICA,24.760.445 ,23.890.765 ,16.096.148 ,10.640.623 ,10.640.623 ,3.145.305 ,2.702.821 ,0 ,66.158 ,376.327 ,2.310.220 ,1.083.008 ,0 ,4 ,1.227.207 ,0 ,0 ,7.794.617 ,7.276.022 ,6.234 ,14.897 ,154.069 ,7.100.822 ,123.277 ,123.277 ,24.286 ,24.286 ,17.768 ,17.768 ,353.263 ,353.263 ,744.408 ,158.229 ,157.436 ,0 ,793 ,0 ,0 ,586.179 ,243.924 ,342.255 ,0 ,8.555 ,8.555 ,209 ,8.346 ,0 ,0 ,0 ,116.717 ,116.717 ,116.717 ,0 ,0 ,0 
106.,MESTNA OBČINA NOVO MESTO,19.036.830 ,16.369.004 ,14.664.885 ,10.960.687 ,10.960.687 ,2.914.184 ,2.371.975 ,0 ,52.975 ,489.234 ,790.014 ,137.118 ,0 ,0 ,652.896 ,0 ,0 ,1.704.119 ,361.559 ,0 ,0 ,91.475 ,270.084 ,87.577 ,87.577 ,15.582 ,15.582 ,61.793 ,61.793 ,1.177.608 ,1.177.608 ,830.926 ,148.957 ,148.957 ,0 ,0 ,0 ,0 ,681.969 ,0 ,681.969 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.836.901 ,1.836.901 ,1.836.901 ,0 ,0 ,0 
107.,ODRANCI,755.442 ,266.312 ,135.245 ,127.095 ,127.095 ,5.926 ,3.977 ,0 ,647 ,1.302 ,2.224 ,154 ,0 ,0 ,2.070 ,0 ,0 ,131.067 ,13.065 ,0 ,0 ,13.065 ,0 ,4.019 ,4.019 ,75 ,75 ,0 ,0 ,113.908 ,113.908 ,876 ,876 ,876 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,488.253 ,488.253 ,488.253 ,0 ,0 ,0 
108.,OPLOTNICA,1.712.214 ,731.864 ,550.960 ,451.377 ,451.377 ,43.945 ,34.644 ,0 ,0 ,9.301 ,55.638 ,17.643 ,0 ,0 ,37.994 ,0 ,0 ,180.905 ,33.817 ,0 ,0 ,985 ,32.833 ,8.171 ,8.171 ,46 ,46 ,3.918 ,3.918 ,134.952 ,134.952 ,8.763 ,8.763 ,8.763 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,971.587 ,971.587 ,942.080 ,0 ,0 ,29.507 
109.,ORMOŽ,8.561.617 ,5.122.096 ,3.518.987 ,2.088.007 ,2.088.007 ,902.220 ,859.489 ,0 ,11.559 ,31.172 ,528.760 ,30.279 ,0 ,0 ,498.481 ,0 ,0 ,1.603.109 ,159.281 ,11.989 ,0 ,7.507 ,139.785 ,46.253 ,46.253 ,8.596 ,8.596 ,110.879 ,110.879 ,1.278.100 ,1.278.100 ,6.844 ,6.844 ,6.844 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.432.678 ,3.432.678 ,3.375.643 ,37.051 ,0 ,19.984 
110.,OSILNICA,321.678 ,75.204 ,52.829 ,43.490 ,43.490 ,5.487 ,3.914 ,0 ,4 ,1.569 ,3.852 ,0 ,0 ,0 ,3.852 ,0 ,0 ,22.375 ,19.821 ,0 ,0 ,3.222 ,16.600 ,1.686 ,1.686 ,0 ,0 ,868 ,868 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,467 ,467 ,467 ,0 ,0 ,0 ,0 ,246.007 ,246.007 ,246.007 ,0 ,0 ,0 
111.,PESNICA,3.231.022 ,1.545.401 ,1.231.794 ,868.140 ,868.140 ,316.383 ,273.961 ,597 ,2.078 ,39.747 ,47.271 ,7.190 ,0 ,0 ,40.081 ,0 ,0 ,313.608 ,88.612 ,0 ,6.380 ,54.415 ,27.817 ,14.038 ,14.038 ,1.419 ,1.419 ,0 ,0 ,209.539 ,209.539 ,207.607 ,8.993 ,4.820 ,0 ,0 ,4.173 ,0 ,198.615 ,0 ,198.615 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.478.013 ,1.478.013 ,1.478.013 ,0 ,0 ,0 
112.,PIRAN,11.943.807 ,10.576.456 ,7.767.263 ,4.931.844 ,4.931.844 ,1.504.165 ,824.103 ,1.102 ,37.260 ,641.700 ,1.331.255 ,149.595 ,0 ,0 ,1.181.660 ,0 ,0 ,2.809.193 ,1.064.438 ,0 ,13.645 ,227.061 ,823.731 ,61.146 ,61.146 ,72.726 ,72.726 ,33.250 ,33.250 ,1.577.633 ,1.577.633 ,879.223 ,601.085 ,601.085 ,0 ,0 ,0 ,0 ,278.138 ,0 ,278.138 ,0 ,138.850 ,2.032 ,2.032 ,0 ,136.818 ,0 ,136.818 ,349.278 ,349.278 ,349.278 ,0 ,0 ,0 
113.,PIVKA,2.882.236 ,1.880.951 ,1.574.608 ,1.069.129 ,1.069.129 ,319.187 ,285.987 ,4 ,17.368 ,15.828 ,186.292 ,3.025 ,0 ,0 ,183.267 ,0 ,0 ,306.343 ,60.587 ,0 ,21 ,5.003 ,55.563 ,15.377 ,15.377 ,255 ,255 ,52.529 ,52.529 ,177.596 ,177.596 ,15.014 ,1.502 ,1.502 ,0 ,0 ,0 ,0 ,13.512 ,0 ,12.331 ,1.181 ,876 ,876 ,876 ,0 ,0 ,0 ,0 ,985.395 ,985.395 ,948.381 ,0 ,0 ,37.014 
114.,PODČETRTEK,1.700.818 ,862.218 ,602.650 ,334.840 ,334.840 ,106.405 ,72.672 ,0 ,1.886 ,31.848 ,161.405 ,125 ,0 ,0 ,161.279 ,0 ,0 ,259.569 ,52.216 ,0 ,0 ,926 ,51.289 ,11.129 ,11.129 ,1.686 ,1.686 ,0 ,0 ,194.538 ,194.538 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,838.600 ,838.600 ,838.600 ,0 ,0 ,0 
115.,PODLEHNIK,1.394.838 ,650.455 ,335.983 ,157.086 ,157.086 ,35.441 ,29.724 ,0 ,455 ,5.262 ,143.457 ,25 ,0 ,926 ,142.505 ,0 ,0 ,314.472 ,17.843 ,0 ,0 ,3.509 ,14.334 ,5.629 ,5.629 ,0 ,0 ,0 ,0 ,290.999 ,290.999 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,744.383 ,744.383 ,688.228 ,56.155 ,0 ,0 
116.,PODVELKA,1.370.468 ,795.401 ,695.931 ,274.462 ,274.462 ,374.432 ,363.575 ,0 ,2.737 ,8.121 ,47.037 ,1.636 ,0 ,367 ,45.034 ,0 ,0 ,99.470 ,62.014 ,0 ,1.911 ,5.704 ,54.398 ,9.581 ,9.581 ,104 ,104 ,0 ,0 ,27.771 ,27.771 ,2.337 ,897 ,755 ,0 ,142 ,0 ,0 ,1.440 ,0 ,1.440 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,572.730 ,572.730 ,572.392 ,338 ,0 ,0 
117.,POLZELA,1.942.681 ,1.350.071 ,1.199.841 ,873.631 ,873.631 ,119.325 ,86.501 ,17 ,5.137 ,27.671 ,206.885 ,71 ,0 ,0 ,206.814 ,0 ,0 ,150.230 ,41.387 ,0 ,3.380 ,5.116 ,32.891 ,9.310 ,9.310 ,1.544 ,1.544 ,3.317 ,3.317 ,94.671 ,94.671 ,6.969 ,0 ,0 ,0 ,0 ,0 ,0 ,6.969 ,0 ,6.969 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,585.641 ,585.641 ,564.947 ,2.950 ,0 ,17.743 
118.,POSTOJNA,6.410.553 ,5.690.448 ,4.801.198 ,3.280.016 ,3.280.016 ,754.945 ,556.360 ,0 ,39.413 ,159.172 ,766.237 ,419.321 ,0 ,0 ,346.916 ,0 ,0 ,889.251 ,362.389 ,0 ,3.288 ,20.130 ,338.971 ,31.789 ,31.789 ,476 ,476 ,30.888 ,30.888 ,463.708 ,463.708 ,303.434 ,169.563 ,169.533 ,0 ,29 ,0 ,0 ,133.872 ,0 ,133.872 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,416.671 ,416.671 ,374.917 ,2.120 ,0 ,39.634 
119.,PREBOLD,1.730.558 ,1.064.171 ,921.516 ,730.483 ,730.483 ,95.969 ,75.359 ,71 ,1.678 ,18.862 ,95.063 ,843 ,0 ,0 ,94.221 ,0 ,0 ,142.656 ,95.097 ,0 ,1.277 ,27.929 ,65.891 ,8.550 ,8.550 ,179 ,179 ,11.284 ,11.284 ,27.545 ,27.545 ,47.580 ,43.895 ,43.895 ,0 ,0 ,0 ,0 ,3.685 ,0 ,3.685 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,618.807 ,618.807 ,605.037 ,0 ,0 ,13.771 
120.,PREDDVOR,1.294.934 ,878.338 ,828.138 ,646.883 ,646.883 ,125.196 ,98.218 ,0 ,409 ,26.569 ,56.059 ,2.082 ,0 ,0 ,53.977 ,0 ,0 ,50.200 ,33.079 ,0 ,1.335 ,13.817 ,17.927 ,6.176 ,6.176 ,355 ,355 ,9.594 ,9.594 ,997 ,997 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,416.596 ,416.596 ,263.554 ,153.042 ,0 ,0 
121.,PREVALJE,3.091.053 ,1.780.892 ,1.537.978 ,1.096.153 ,1.096.153 ,274.896 ,233.642 ,0 ,5.533 ,35.720 ,166.930 ,21.908 ,0 ,192 ,144.830 ,0 ,0 ,242.914 ,153.405 ,0 ,0 ,7.653 ,145.752 ,12.982 ,12.982 ,25 ,25 ,8.780 ,8.780 ,67.722 ,67.722 ,53.530 ,15.774 ,15.774 ,0 ,0 ,0 ,1.102 ,36.655 ,0 ,32.941 ,3.714 ,190.093 ,190.093 ,0 ,190.093 ,0 ,0 ,0 ,1.066.537 ,1.066.537 ,864.271 ,189.897 ,0 ,12.369 
122.,MESTNA OBČINA PTUJ,11.850.071 ,10.906.251 ,8.459.089 ,4.854.578 ,4.854.578 ,3.186.797 ,2.953.806 ,0 ,15.594 ,217.397 ,417.714 ,81.948 ,0 ,8.909 ,326.857 ,0 ,0 ,2.447.162 ,1.253.985 ,28.430 ,0 ,142.681 ,1.082.874 ,82.023 ,82.023 ,22.876 ,22.876 ,5.103 ,5.103 ,1.083.175 ,1.083.175 ,569.125 ,235.111 ,235.111 ,0 ,0 ,0 ,0 ,334.014 ,0 ,334.014 ,0 ,2.424 ,0 ,0 ,0 ,2.424 ,2.424 ,0 ,372.271 ,372.271 ,195.527 ,68.323 ,0 ,108.421 
123.,PUCONCI,3.203.250 ,1.425.180 ,863.627 ,655.750 ,655.750 ,15.969 ,527 ,26 ,753 ,14.662 ,191.909 ,3.321 ,0 ,0 ,188.587 ,0 ,0 ,561.553 ,54.309 ,0 ,0 ,31.999 ,22.310 ,22.744 ,22.744 ,0 ,0 ,3.092 ,3.092 ,481.408 ,481.408 ,104.976 ,21.050 ,21.050 ,0 ,0 ,0 ,0 ,83.926 ,522 ,79.672 ,3.732 ,88.070 ,88.070 ,7.095 ,80.975 ,0 ,0 ,0 ,1.585.023 ,1.585.023 ,1.363.954 ,209.613 ,0 ,11.456 
124.,RAČE - FRAM,3.097.371 ,1.823.235 ,1.422.759 ,934.856 ,934.856 ,405.592 ,363.307 ,0 ,4.582 ,37.702 ,82.311 ,764 ,0 ,0 ,81.547 ,0 ,0 ,400.476 ,50.396 ,8.713 ,0 ,9.185 ,32.499 ,11.697 ,11.697 ,417 ,417 ,158.659 ,158.659 ,179.306 ,179.306 ,140.970 ,0 ,0 ,0 ,0 ,0 ,0 ,140.970 ,140.970 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.133.166 ,1.133.166 ,1.128.993 ,4.173 ,0 ,0 
125.,RADEČE,1.815.724 ,1.112.907 ,970.531 ,846.603 ,846.603 ,51.515 ,26.014 ,0 ,21 ,25.480 ,72.413 ,334 ,0 ,0 ,72.079 ,0 ,0 ,142.376 ,99.637 ,0 ,125 ,8.567 ,90.945 ,11.104 ,11.104 ,63 ,63 ,27.800 ,27.800 ,3.772 ,3.772 ,127.800 ,114.868 ,102.917 ,1.940 ,10.011 ,0 ,0 ,12.932 ,12.932 ,0 ,0 ,4.924 ,4.924 ,4.924 ,0 ,0 ,0 ,0 ,570.093 ,570.093 ,570.093 ,0 ,0 ,0 
126.,RADENCI,2.403.213 ,1.567.222 ,1.294.404 ,1.018.035 ,1.018.035 ,141.425 ,122.300 ,0 ,230 ,18.895 ,134.944 ,1.306 ,0 ,92 ,133.546 ,0 ,0 ,272.818 ,29.978 ,0 ,0 ,2.667 ,27.312 ,12.060 ,12.060 ,701 ,701 ,0 ,0 ,230.078 ,230.078 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,196.128 ,196.128 ,0 ,196.128 ,0 ,0 ,0 ,639.864 ,639.864 ,602.646 ,0 ,0 ,37.218 
