št.",OBČINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.,NAZARJE,1.453.747 ,837.581 ,750.296 ,494.412 ,494.412 ,194.700 ,143.916 ,0 ,2.061 ,48.723 ,61.183 ,204 ,0 ,60.979 ,0 ,0 ,87.285 ,60.729 ,0 ,0 ,1.035 ,59.694 ,3.555 ,3.555 ,313 ,313 ,0 ,0 ,22.688 ,22.688 ,34.059 ,4.665 ,4.665 ,0 ,0 ,0 ,0 ,29.394 ,0 ,29.394 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,582.106 ,582.106 ,576.940 ,5.166 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
105.,MESTNA OBČINA NOVA GORICA,26.748.005 ,26.270.381 ,18.262.974 ,13.107.958 ,13.107.958 ,3.456.055 ,2.792.247 ,0 ,81.364 ,582.445 ,1.698.961 ,74.249 ,0 ,1.624.712 ,0 ,0 ,8.007.407 ,7.062.394 ,109.927 ,55.120 ,106.985 ,6.790.361 ,64.543 ,64.543 ,35.595 ,35.595 ,11.889 ,11.889 ,832.987 ,832.987 ,309.932 ,87.836 ,87.356 ,480 ,0 ,0 ,0 ,222.096 ,785 ,221.311 ,0 ,4.594 ,4.594 ,4.590 ,4 ,0 ,0 ,0 ,0 ,0 ,163.099 ,138.057 ,136.839 ,1.218 ,0 ,0 ,0 ,25.042 ,25.042 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
106.,MESTNA OBČINA NOVO MESTO,25.785.240 ,24.176.118 ,21.038.520 ,14.815.240 ,14.815.240 ,4.270.564 ,3.336.784 ,83 ,60.190 ,873.506 ,1.952.717 ,84.527 ,0 ,1.868.190 ,0 ,0 ,3.137.598 ,406.026 ,0 ,39.438 ,26.890 ,339.697 ,63.992 ,63.992 ,116.750 ,116.750 ,156.138 ,156.138 ,2.394.692 ,2.394.692 ,981.489 ,77.137 ,77.137 ,0 ,0 ,0 ,0 ,904.352 ,0 ,904.352 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,627.633 ,627.633 ,627.633 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
107.,ODRANCI,1.039.982 ,270.411 ,211.184 ,166.482 ,166.482 ,25.472 ,22.214 ,0 ,1.023 ,2.235 ,19.229 ,78 ,0 ,19.151 ,0 ,0 ,59.227 ,4.738 ,0 ,0 ,4.543 ,195 ,1.847 ,1.847 ,2.653 ,2.653 ,0 ,0 ,49.990 ,49.990 ,4.036 ,996 ,996 ,0 ,0 ,0 ,0 ,3.040 ,0 ,3.040 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,765.536 ,765.536 ,765.536 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
108.,OPLOTNICA,1.666.258 ,837.957 ,776.235 ,641.900 ,641.900 ,66.057 ,58.083 ,0 ,1.590 ,6.385 ,68.277 ,96 ,0 ,68.181 ,0 ,0 ,61.722 ,44.421 ,0 ,146 ,747 ,43.528 ,3.822 ,3.822 ,1.410 ,1.410 ,271 ,271 ,11.797 ,11.797 ,10.595 ,6.088 ,6.088 ,0 ,0 ,0 ,0 ,4.507 ,0 ,4.507 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,817.706 ,817.706 ,795.706 ,0 ,0 ,22.000 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
109.,ORMOŽ,11.313.132 ,6.842.468 ,4.460.119 ,2.758.141 ,2.758.141 ,1.015.611 ,925.259 ,0 ,11.697 ,78.655 ,686.367 ,23.827 ,0 ,662.540 ,0 ,0 ,2.382.349 ,571.578 ,64.075 ,0 ,31.447 ,476.056 ,35.875 ,35.875 ,14.088 ,14.088 ,79.957 ,79.957 ,1.680.850 ,1.680.850 ,103.576 ,93.661 ,93.486 ,175 ,0 ,0 ,0 ,9.915 ,2.153 ,7.762 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4.367.088 ,4.367.088 ,4.367.088 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
110.,OSILNICA,500.450 ,116.813 ,81.923 ,65.364 ,65.364 ,10.710 ,3.450 ,0 ,2.101 ,5.159 ,5.849 ,33 ,0 ,5.816 ,0 ,0 ,34.890 ,3.498 ,0 ,0 ,1.066 ,2.432 ,747 ,747 ,0 ,0 ,19.260 ,19.260 ,11.386 ,11.386 ,193.157 ,0 ,0 ,0 ,0 ,0 ,0 ,193.157 ,193.157 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,190.480 ,190.480 ,180.145 ,0 ,0 ,10.335 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
111.,PESNICA,4.134.034 ,2.302.800 ,1.915.064 ,1.271.520 ,1.271.520 ,315.986 ,213.203 ,4 ,4.569 ,98.210 ,327.558 ,3.121 ,0 ,324.437 ,0 ,0 ,387.736 ,125.092 ,0 ,2.608 ,57.044 ,65.440 ,8.801 ,8.801 ,6.677 ,6.677 ,0 ,0 ,247.167 ,247.167 ,10.303 ,818 ,818 ,0 ,0 ,0 ,0 ,9.485 ,488 ,8.997 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.820.931 ,1.820.931 ,1.779.436 ,0 ,0 ,0 ,41.496 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
112.,PIRAN,18.360.683 ,15.491.283 ,10.623.022 ,6.172.688 ,6.172.688 ,2.529.690 ,1.509.656 ,2.007 ,69.133 ,948.894 ,1.920.643 ,75.104 ,0 ,1.845.539 ,0 ,0 ,4.868.261 ,1.367.643 ,0 ,13 ,67.109 ,1.300.522 ,60.466 ,60.466 ,105.550 ,105.550 ,11.859 ,11.859 ,3.322.742 ,3.322.742 ,2.523.331 ,396.553 ,393.983 ,2.571 ,0 ,0 ,0 ,2.126.778 ,0 ,2.126.778 ,0 ,5.596 ,5.596 ,1.469 ,4.127 ,0 ,0 ,0 ,0 ,0 ,340.473 ,340.473 ,332.753 ,7.720 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
113.,PIVKA,4.041.824 ,1.990.520 ,1.832.687 ,1.402.808 ,1.402.808 ,153.230 ,99.704 ,0 ,8.296 ,45.230 ,276.649 ,614 ,0 ,276.034 ,0 ,0 ,157.833 ,117.510 ,0 ,45 ,902 ,116.563 ,10.776 ,10.776 ,1.163 ,1.163 ,11.773 ,11.773 ,16.612 ,16.612 ,738.341 ,240.238 ,236.065 ,4.173 ,0 ,0 ,0 ,498.103 ,154 ,497.949 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.312.963 ,1.312.963 ,1.053.746 ,0 ,0 ,259.217 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
114.,PODČETRTEK,2.113.328 ,1.026.878 ,878.055 ,438.741 ,438.741 ,159.493 ,130.233 ,0 ,2.612 ,26.648 ,279.820 ,2.233 ,0 ,277.587 ,0 ,0 ,148.823 ,20.852 ,0 ,0 ,3.835 ,17.017 ,11.768 ,11.768 ,5.600 ,5.600 ,0 ,0 ,110.603 ,110.603 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.086.451 ,1.086.451 ,997.400 ,0 ,0 ,26.865 ,62.185 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
115.,PODLEHNIK,1.621.249 ,1.006.794 ,970.885 ,215.093 ,215.093 ,34.681 ,23.535 ,0 ,922 ,10.224 ,721.111 ,92 ,0 ,721.019 ,0 ,0 ,35.908 ,12.873 ,455 ,0 ,255 ,12.164 ,6.105 ,6.105 ,54 ,54 ,0 ,0 ,16.875 ,16.875 ,19.074 ,0 ,0 ,0 ,0 ,0 ,0 ,19.074 ,19.074 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,595.381 ,595.381 ,568.845 ,26.536 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
116.,PODVELKA,1.879.073 ,1.550.851 ,677.579 ,372.075 ,372.075 ,244.463 ,195.347 ,0 ,42.180 ,6.935 ,61.042 ,238 ,0 ,60.804 ,0 ,0 ,873.272 ,681.902 ,0 ,1.536 ,9.786 ,670.581 ,4.115 ,4.115 ,785 ,785 ,8.004 ,8.004 ,178.468 ,178.468 ,14.659 ,0 ,0 ,0 ,0 ,0 ,0 ,14.659 ,0 ,14.659 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,313.562 ,313.562 ,306.864 ,0 ,0 ,6.698 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
117.,POLZELA,2.689.968 ,1.788.282 ,1.588.186 ,1.233.534 ,1.233.534 ,177.404 ,115.653 ,0 ,5.746 ,56.005 ,177.249 ,1.006 ,0 ,176.244 ,0 ,0 ,200.096 ,84.748 ,10.641 ,3.330 ,6.405 ,64.372 ,8.070 ,8.070 ,664 ,664 ,6.969 ,6.969 ,99.645 ,99.645 ,33.171 ,0 ,0 ,0 ,0 ,0 ,0 ,33.171 ,0 ,33.171 ,0 ,12.519 ,12.519 ,12.519 ,0 ,0 ,0 ,0 ,0 ,0 ,855.996 ,855.996 ,852.308 ,3.689 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
118.,POSTOJNA,7.493.636 ,6.633.784 ,5.782.132 ,4.377.700 ,4.377.700 ,856.572 ,573.673 ,0 ,34.189 ,248.711 ,547.859 ,50.872 ,0 ,496.987 ,0 ,0 ,851.652 ,586.496 ,0 ,0 ,3.301 ,583.196 ,17.147 ,17.147 ,906 ,906 ,13.524 ,13.524 ,233.580 ,233.580 ,286.367 ,153.710 ,153.710 ,0 ,0 ,0 ,0 ,132.657 ,26.335 ,106.322 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,573.485 ,573.485 ,380.279 ,3.676 ,0 ,189.530 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
119.,PREBOLD,2.476.849 ,1.361.217 ,1.202.233 ,960.345 ,960.345 ,114.242 ,84.790 ,0 ,4.682 ,24.770 ,127.646 ,1.423 ,0 ,126.223 ,0 ,0 ,158.984 ,112.698 ,12.081 ,3.130 ,6.710 ,90.778 ,6.372 ,6.372 ,175 ,175 ,18.482 ,18.482 ,21.257 ,21.257 ,380.875 ,61.976 ,60.520 ,0 ,0 ,1.456 ,0 ,318.899 ,0 ,266.229 ,52.671 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,734.756 ,734.756 ,687.986 ,46.770 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
120.,PREDDVOR,2.238.399 ,1.137.298 ,1.084.160 ,853.080 ,853.080 ,88.320 ,34.886 ,0 ,5.124 ,48.310 ,142.760 ,413 ,0 ,142.347 ,0 ,0 ,53.138 ,20.005 ,0 ,1.732 ,6.756 ,11.517 ,8.454 ,8.454 ,2.925 ,2.925 ,15.744 ,15.744 ,6.009 ,6.009 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3.601 ,3.601 ,3.601 ,0 ,0 ,0 ,0 ,0 ,0 ,1.097.500 ,1.097.500 ,1.097.500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
121.,PREVALJE,4.059.911 ,2.395.460 ,2.046.278 ,1.475.993 ,1.475.993 ,311.196 ,257.490 ,0 ,6.689 ,47.016 ,259.089 ,12.782 ,0 ,246.307 ,0 ,0 ,349.182 ,200.008 ,0 ,1.911 ,16.437 ,181.660 ,16.892 ,16.892 ,1.314 ,1.314 ,1.085 ,1.085 ,129.882 ,129.882 ,328.856 ,195.902 ,195.902 ,0 ,0 ,0 ,0 ,132.954 ,0 ,132.954 ,0 ,54.361 ,54.361 ,11.421 ,42.939 ,0 ,0 ,0 ,0 ,0 ,1.281.234 ,1.281.234 ,1.109.135 ,171.211 ,0 ,889 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
122.,MESTNA OBČINA PTUJ,16.218.373 ,12.613.679 ,8.768.127 ,6.486.663 ,6.486.663 ,1.702.057 ,1.389.902 ,0 ,21.937 ,290.219 ,579.407 ,37.652 ,0 ,541.754 ,0 ,0 ,3.845.552 ,2.283.125 ,51.778 ,363 ,93.494 ,2.137.490 ,57.945 ,57.945 ,42.977 ,42.977 ,3.163 ,3.163 ,1.458.342 ,1.458.342 ,2.055.366 ,432.495 ,432.056 ,438 ,0 ,0 ,0 ,1.622.872 ,8.179 ,1.614.693 ,0 ,1.465 ,630 ,630 ,0 ,835 ,835 ,0 ,0 ,0 ,1.547.863 ,1.547.863 ,1.192.894 ,354.970 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
123.,PUCONCI,4.975.597 ,1.862.011 ,1.414.727 ,878.780 ,878.780 ,154.123 ,117.514 ,0 ,7.489 ,29.120 ,381.824 ,2.476 ,0 ,379.348 ,0 ,0 ,447.284 ,37.165 ,3.281 ,0 ,3.514 ,30.371 ,15.950 ,15.950 ,1.129 ,1.129 ,31.257 ,31.257 ,361.783 ,361.783 ,36.639 ,11.600 ,11.600 ,0 ,0 ,0 ,0 ,25.040 ,0 ,25.040 ,0 ,8.346 ,8.346 ,8.346 ,0 ,0 ,0 ,0 ,0 ,0 ,3.068.601 ,2.820.475 ,1.676.731 ,985.058 ,0 ,158.685 ,0 ,248.127 ,248.127 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
124.,RAČE - FRAM,3.851.561 ,2.973.410 ,2.205.233 ,1.401.131 ,1.401.131 ,624.145 ,576.277 ,113 ,4.640 ,43.115 ,179.957 ,4.465 ,0 ,175.492 ,0 ,0 ,768.177 ,94.947 ,10.833 ,0 ,27.070 ,57.044 ,7.136 ,7.136 ,2.445 ,2.445 ,348.840 ,348.840 ,314.810 ,314.810 ,135.666 ,0 ,0 ,0 ,0 ,0 ,0 ,135.666 ,0 ,135.666 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,742.485 ,742.485 ,736.580 ,5.905 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
125.,RADEČE,2.265.769 ,1.464.931 ,1.276.711 ,1.038.558 ,1.038.558 ,114.280 ,82.215 ,0 ,4.006 ,28.059 ,123.873 ,1.615 ,0 ,122.258 ,0 ,0 ,188.220 ,99.566 ,0 ,159 ,6.368 ,93.040 ,8.630 ,8.630 ,221 ,221 ,1.298 ,1.298 ,78.505 ,78.505 ,110.449 ,88.291 ,27.525 ,57.499 ,3.267 ,0 ,14.605 ,7.553 ,0 ,0 ,7.553 ,6.259 ,6.259 ,6.259 ,0 ,0 ,0 ,0 ,0 ,0 ,684.130 ,684.130 ,684.130 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
126.,RADENCI,2.579.143 ,1.973.927 ,1.635.601 ,1.282.137 ,1.282.137 ,184.176 ,147.438 ,6 ,6.863 ,29.869 ,169.288 ,4.453 ,0 ,164.835 ,0 ,0 ,338.326 ,167.139 ,0 ,0 ,2.009 ,165.130 ,5.912 ,5.912 ,928 ,928 ,0 ,0 ,164.347 ,164.347 ,57.658 ,19.546 ,19.546 ,0 ,0 ,0 ,0 ,38.113 ,0 ,38.113 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,547.558 ,547.558 ,480.164 ,0 ,0 ,67.394 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
127.,RADLJE OB DRAVI,3.358.776 ,2.580.884 ,1.805.546 ,1.134.089 ,1.134.089 ,488.257 ,273.039 ,129 ,155.926 ,59.164 ,183.200 ,4.327 ,0 ,178.872 ,0 ,0 ,775.338 ,558.667 ,0 ,2.591 ,10.566 ,545.510 ,7.011 ,7.011 ,618 ,618 ,66.725 ,66.725 ,142.318 ,142.318 ,31.380 ,0 ,0 ,0 ,0 ,0 ,0 ,31.380 ,0 ,31.380 ,0 ,3.443 ,3.443 ,3.443 ,0 ,0 ,0 ,0 ,0 ,0 ,743.069 ,743.069 ,743.069 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
128.,RADOVLJICA,10.698.819 ,8.939.935 ,7.963.996 ,5.458.158 ,5.458.158 ,1.606.785 ,1.154.887 ,0 ,22.588 ,429.311 ,899.053 ,38.821 ,0 ,860.232 ,0 ,0 ,975.939 ,450.192 ,0 ,12.394 ,7.741 ,430.058 ,21.879 ,21.879 ,30.091 ,30.091 ,39.776 ,39.776 ,434.001 ,434.001 ,769.784 ,356.831 ,354.382 ,0 ,2.450 ,0 ,0 ,412.953 ,49.554 ,363.399 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,989.100 ,962.569 ,938.766 ,11.125 ,0 ,0 ,12.677 ,26.531 ,26.531 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
129.,RAVNE NA KOROŠKEM,6.791.738 ,5.158.667 ,4.412.185 ,2.919.584 ,2.919.584 ,1.008.471 ,914.084 ,0 ,5.583 ,88.804 ,484.130 ,37.473 ,0 ,446.657 ,0 ,0 ,746.482 ,388.420 ,0 ,3.918 ,20.794 ,363.708 ,27.387 ,27.387 ,981 ,981 ,876 ,876 ,328.818 ,328.818 ,179.849 ,86.396 ,83.809 ,2.587 ,0 ,0 ,0 ,93.453 ,0 ,93.453 ,0 ,45.418 ,45.418 ,39.551 ,5.867 ,0 ,0 ,0 ,0 ,0 ,1.407.803 ,1.407.803 ,1.145.118 ,62.669 ,0 ,200.017 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
130.,RAZKRIŽJE,681.613 ,252.913 ,193.679 ,154.750 ,154.750 ,10.235 ,7.907 ,0 ,810 ,1.518 ,28.693 ,0 ,0 ,28.693 ,0 ,0 ,59.235 ,6.578 ,690 ,0 ,1.004 ,4.884 ,2.454 ,2.454 ,0 ,0 ,7.652 ,7.652 ,42.551 ,42.551 ,939 ,939 ,939 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,427.761 ,427.761 ,427.646 ,115 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
131.,RIBNICA,7.289.313 ,2.837.477 ,2.509.506 ,1.945.819 ,1.945.819 ,323.932 ,175.509 ,0 ,31.476 ,116.946 ,239.755 ,2.141 ,0 ,237.615 ,0 ,0 ,327.971 ,185.320 ,0 ,2.587 ,39.751 ,142.981 ,18.315 ,18.315 ,981 ,981 ,45.623 ,45.623 ,77.733 ,77.733 ,2.337.452 ,2.287.369 ,2.287.369 ,0 ,0 ,0 ,0 ,50.083 ,0 ,50.083 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2.114.384 ,1.877.838 ,1.865.102 ,9.264 ,0 ,3.472 ,0 ,236.546 ,236.546 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
132.,RIBNICA NA POHORJU,775.480 ,290.398 ,217.710 ,155.867 ,155.867 ,18.248 ,16.721 ,0 ,104 ,1.423 ,43.595 ,325 ,0 ,43.269 ,0 ,0 ,72.688 ,59.890 ,0 ,530 ,1.598 ,57.762 ,2.433 ,2.433 ,0 ,0 ,509 ,509 ,9.856 ,9.856 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.773 ,1.773 ,1.773 ,0 ,0 ,0 ,0 ,0 ,0 ,483.308 ,483.308 ,483.308 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
133.,ROGAŠKA SLATINA,5.987.106 ,4.121.557 ,3.538.633 ,2.101.694 ,2.101.694 ,677.550 ,549.833 ,0 ,7.365 ,120.351 ,759.389 ,89.668 ,0 ,669.721 ,0 ,0 ,582.924 ,197.993 ,0 ,0 ,11.834 ,186.158 ,22.229 ,22.229 ,19.012 ,19.012 ,0 ,0 ,343.691 ,343.691 ,35.249 ,33.738 ,33.738 ,0 ,0 ,0 ,0 ,1.511 ,0 ,1.511 ,0 ,45.898 ,45.898 ,43.682 ,2.216 ,0 ,0 ,0 ,0 ,0 ,1.784.402 ,1.784.402 ,1.735.466 ,7.269 ,0 ,41.667 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
134.,ROGAŠOVCI,1.378.526 ,347.650 ,326.550 ,282.126 ,282.126 ,25.468 ,0 ,0 ,2.145 ,23.323 ,18.956 ,816 ,0 ,18.140 ,0 ,0 ,21.100 ,9.022 ,2.008 ,0 ,1.957 ,5.057 ,7.112 ,7.112 ,127 ,127 ,476 ,476 ,4.364 ,4.364 ,796 ,796 ,0 ,0 ,796 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.030.080 ,1.030.080 ,1.030.080 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
135.,ROGATEC,2.562.581 ,922.313 ,784.118 ,464.810 ,464.810 ,177.838 ,158.233 ,0 ,576 ,19.029 ,141.471 ,342 ,0 ,141.128 ,0 ,0 ,138.195 ,97.513 ,0 ,0 ,5.375 ,92.138 ,6.735 ,6.735 ,7.399 ,7.399 ,284 ,284 ,26.264 ,26.264 ,436.079 ,378.885 ,378.885 ,0 ,0 ,0 ,0 ,57.194 ,0 ,57.194 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.204.190 ,1.204.190 ,1.187.243 ,0 ,0 ,16.946 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
136.,RUŠE,4.937.306 ,3.430.946 ,2.702.354 ,1.602.813 ,1.602.813 ,740.340 ,688.946 ,192 ,538 ,50.664 ,359.201 ,2.074 ,0 ,357.127 ,0 ,0 ,728.593 ,500.597 ,7.624 ,0 ,28.539 ,464.434 ,12.694 ,12.694 ,3.171 ,3.171 ,66.946 ,66.946 ,145.184 ,145.184 ,430.633 ,77.583 ,77.583 ,0 ,0 ,0 ,0 ,353.050 ,0 ,353.050 ,0 ,3.948 ,3.948 ,1.661 ,2.287 ,0 ,0 ,0 ,0 ,0 ,1.071.779 ,1.071.779 ,743.315 ,4.586 ,316.095 ,7.783 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
137.,SELNICA OB DRAVI,2.180.767 ,1.753.762 ,1.223.611 ,912.857 ,912.857 ,94.711 ,69.449 ,0 ,7.299 ,17.964 ,216.043 ,513 ,0 ,215.530 ,0 ,0 ,530.151 ,421.452 ,0 ,4.766 ,3.201 ,413.485 ,7.745 ,7.745 ,1.188 ,1.188 ,3.350 ,3.350 ,96.416 ,96.416 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,427.004 ,427.004 ,382.278 ,2.731 ,0 ,41.995 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
138.,SEMIČ,2.108.463 ,1.025.063 ,856.522 ,677.662 ,677.662 ,68.052 ,49.654 ,0 ,885 ,17.514 ,110.808 ,880 ,0 ,109.927 ,0 ,0 ,168.540 ,25.985 ,4.069 ,0 ,4.740 ,17.176 ,5.241 ,5.241 ,300 ,300 ,221 ,221 ,136.793 ,136.793 ,22.087 ,12.444 ,12.444 ,0 ,0 ,0 ,0 ,9.644 ,1.156 ,8.488 ,0 ,53.760 ,53.760 ,48.585 ,5.174 ,0 ,0 ,0 ,0 ,0 ,1.007.553 ,1.007.553 ,1.007.553 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
139.,SEVNICA,9.564.559 ,5.944.646 ,4.464.038 ,3.486.630 ,3.486.630 ,549.608 ,338.829 ,83 ,11.446 ,199.249 ,427.800 ,3.697 ,0 ,424.103 ,0 ,0 ,1.480.608 ,144.354 ,0 ,13 ,13.837 ,130.504 ,18.761 ,18.761 ,4.461 ,4.461 ,282.787 ,282.787 ,1.030.245 ,1.030.245 ,163.153 ,87.277 ,79.319 ,0 ,29 ,7.929 ,0 ,75.876 ,11.409 ,64.468 ,0 ,10.958 ,10.958 ,0 ,10.958 ,0 ,0 ,0 ,0 ,0 ,3.445.802 ,3.445.802 ,3.445.802 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
140.,SEŽANA,8.882.369 ,7.866.404 ,5.480.492 ,3.940.265 ,3.940.265 ,1.019.062 ,708.968 ,200 ,81.731 ,228.163 ,521.165 ,91.654 ,0 ,429.511 ,0 ,0 ,2.385.912 ,1.915.377 ,0 ,19.112 ,17.001 ,1.879.265 ,21.069 ,21.069 ,463 ,463 ,6.973 ,6.973 ,442.030 ,442.030 ,452.216 ,209.986 ,209.080 ,0 ,906 ,0 ,0 ,242.230 ,1.911 ,240.319 ,0 ,705 ,0 ,0 ,0 ,705 ,705 ,0 ,0 ,0 ,563.045 ,563.045 ,563.045 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
141.,MESTNA OBČINA SLOVENJ GRADEC,13.177.758 ,8.789.676 ,6.363.804 ,4.276.582 ,4.276.582 ,1.294.972 ,1.066.905 ,13 ,24.800 ,203.255 ,792.251 ,42.113 ,0 ,750.138 ,0 ,0 ,2.425.872 ,1.525.593 ,151.694 ,30.371 ,190.586 ,1.152.942 ,38.195 ,38.195 ,46.036 ,46.036 ,16.821 ,16.821 ,799.228 ,799.228 ,749.491 ,246.983 ,245.940 ,1.043 ,0 ,0 ,0 ,502.508 ,0 ,502.508 ,0 ,126.390 ,126.390 ,124.624 ,1.765 ,0 ,0 ,0 ,0 ,0 ,3.512.202 ,2.570.673 ,2.340.715 ,1.782 ,0 ,88.136 ,140.039 ,941.529 ,0 ,0 ,0 ,0 ,0 ,0 ,941.529 ,0 
142.,SLOVENSKA BISTRICA,15.965.440 ,9.501.865 ,8.571.624 ,6.314.034 ,6.314.034 ,1.231.426 ,952.950 ,0 ,29.465 ,249.011 ,1.026.164 ,11.855 ,0 ,1.014.309 ,0 ,0 ,930.241 ,445.748 ,0 ,0 ,22.813 ,422.934 ,57.136 ,57.136 ,28.985 ,28.985 ,0 ,0 ,398.373 ,398.373 ,47.667 ,33.655 ,33.550 ,104 ,0 ,0 ,0 ,14.013 ,0 ,14.013 ,0 ,6.577 ,0 ,0 ,0 ,6.577 ,6.577 ,0 ,0 ,0 ,6.409.331 ,6.409.331 ,5.605.742 ,551.573 ,0 ,252.016 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
